Key;English;;;;;;;;;;;;;
EVTDESC13080;He hides his face and speaks with controlled anger. A local aristocrat has been insulted by one of the foreigners living in one of our provinces. Apperantly, the foreigner in question failed to bow in the appropriate manner when passing the aristocrat on the street. Shall we tolerate such blatant ignorance of our customs?;;;;;;;;;;;;;
EVTDESC13090;He unveils the device with the excitement of a child. - 'You can see their eyes!', he cries, pointing excitedly at the jar of beetles. He instructs you to look into the object -- the glass and metal is cold against your face -- there, in curves of an optic lense, reality is magnified ten times over. - 'It's a microscope!, he laughs. - 'I bought it from one of the foreigners!';;;;;;;;;;;;;
EVTDESC13140;Some intelligence concerning our military preparations has spread from the military mission in one of our provinces, severely hurting our war effort. We have expelled the members of the mission, but the damage has already been done.;;;;;;;;;;;;;
EVTDESC13160;Sailors winding up drunk in $COUNTRY_ADJ$ prisons aren't normally affairs of state, but this is an exception. A navyman from one of the Great Powers has been arrested by officials in one of our cities, after having murdered one of our subjects in what appears to have started as a bar fight. The diplomatic attach?insists that the sailor be handed over to the country in question, and tried according to their laws. This presents us with a conundrum. Granting this privilege once is tantamount to allowing extraterritoriality to all foreign subjects, but not doing so might very well cause international uproar. This issue merits careful consideration.;;;;;;;;;;;;;
EVTDESC13230;Wandering alone in the streets of $CAPITAL$ can be a dangerous thing, as a foreign ambassador in the Legation Quarter recently found out. Guards report having found him dead at 4 a.m. in the morning, apperently the vicitm of a robbery, however the foreigners accuse us of having failed in our supposed responsibility to protect their diplomats. We fear that even a formal apology will not be enough to placate them, however, something more tangible might...;;;;;;;;;;;;;
EVTDESC13280;The reforms sweeping through our country have upset the landed elites in one of our cities.;;;;;;;;;;;;;
EVTNAME13365;Boxers Occupy Foreign-Held Lands;;;;;;;;;;;;;
EVTDESC13365;The Righteous Society of Harmonious Fists have invaded lands currently owned by a colonial power, but which rightfully belong to the Chinese. More than that, they have successfully occupied the territory and rebuffed efforts by westerners to take it back. We can attempt to stake our claim over the land once again," though if we do it is all but tantamount to a declaration of war-- and, considering the state the Qing Empire is in", it might be a war in which we stand to lose more than we gained.;;;;;;;;;;;;;
EVTNAME13370;The Boxers Victorious!;;;;;;;;;;;;;
EVTDESC13370;$CAPITAL$ has been occupied by the Righteous Society of Harmonious Fists, who have successfully driven foreign influence out of the country and restored it to its traditional policies of isolationism. What repercussions this will cause with the western powers remains to be seen, but for the moment the Empire stands triumphant.;;;;;;;;;;;;;
EVTNAME18501;The $COUNTRY_ADJ$ Way;;;;;;;;;;;;;
EVTDESC18501;Ours is a nation of equality, where no man is placed above another in importance. Everyone strives for the betterment of all. A recent report in a $CAPITAL$ newspaper regarding the arrest of a wealthy but criminal industrialist has served not to outrage the $COUNTRY_ADJ$ people, but rather to reinforce their ideals. Today our people walk a little more proudly than before.;;;;;;;;;;;;;
EVTNAME18505;$COUNTRY_ADJ$ Ingenuity;;;;;;;;;;;;;
EVTDESC18506;Ours is a nation of liberty, where every man is born with the inherent right to seek his own destiny. The possibility of prosperity lies within every man's reach. A recent report in a $CAPITAL$ newspaper regarding the acquittal of a man popularly believed to be innocent has served to reinforce our peoples' ideals. Today they walk a little more proudly than before.;;;;;;;;;;;;;
EVTNAME18510;Military Parade;;;;;;;;;;;;;
EVTDESC18510;In the eyes of our soldiers as they parade through the streets, nothing can be seen but utmost devotion to $COUNTRYNAME$ and the ideals for which our nation stands. These men, and the description fits them, have been fostered since childhood into rigid and firm belief in our nation, and they would die to defend it. Long live $COUNTRY$!;;;;;;;;;;;;;
EVTDESC18511;Ours is a nation of might, where a man's strength determines his success and everyone knows very well how superior we are to our neighbours. None can hope to compare to $COUNTRY$ on our best day. A recent report in a $CAPITAL$ newspaper regarding the execution of a foreigner believed to have been engaged in criminal activities on $COUNTRY_ADJ$ soil has served to reinforce our peoples' beliefs. Today they walk a little more proudly than before.;;;;;;;;;;;;;
EVTNAME18515;Send in the Troops;;;;;;;;;;;;;
EVTDESC18515;Matters in $COUNTRY$ are getting out of hand. Acts of violence are becoming more commonplace, and some claim that revolution is in the air. Many citizens in $CAPITAL$ are calling on the government to take stronger measures. Sending our army to deal with the violence will, however, only bring the attention of the world upon us. Perhaps this is a time to prove that $COUNTRY$ can deal with its affairs in the way we always have-- with civility.;;;;;;;;;;;;;
EVTDESC18517;Ours is a nation of order, where peace and civility rule the day. Everyone strives for the common good, and for the progress of our nation as a whole. A recent report in a $CAPITAL$ newspaper regarding the arrest of a prominent criminal figure who had previously eluded authorities has not outraged the people, but rather has served to reinforce their beliefs. Today the people of $COUNTRY$ walk a little more proudly than before.;;;;;;;;;;;;;
EVTNAME18521;Brotherhood of Man;;;;;;;;;;;;;
EVTDESC18521;A celebration in $CAPITAL$ took place this month, a sombre affair following the death of a prominent politician. This was a celebration of the $COUNTRY_ADJ$ way: peace, brotherhood and fraternity. Such were the virtues this man believed in, and it is a belief shared by all the $COUNTRY_ADJ$ people.;;;;;;;;;;;;;
EVTNAME18525;Liberty Shines;;;;;;;;;;;;;
EVTDESC18525;A celebration in $CAPITAL$ took place this month, a sombre affair following the death of a prominent politician. This was a celebration of the $COUNTRY_ADJ$ way: freedom, liberty and the pursuit of happiness. Such were the virtues in which this man believed, and it is a belief shared by all the $COUNTRY_ADJ$ people.;;;;;;;;;;;;;
EVTNAME18530;The $COUNTRY_ADJ$ Destiny;;;;;;;;;;;;;
EVTDESC18531;A recent dispute with one of our neighbours has had an electrifying effect upon the people of $COUNTRY$: 'How can they be allowed to treat us this way?', they ask. Some are calling for war, while others are satisfied with the knowledge that our nation has already come out on top.;;;;;;;;;;;;;
EVTNAME18550;Rejecting Westernization;;;;;;;;;;;;;
EVTDESC18550;Our people have attempted to embrace the ideals of westernization for a long time, but now there is a growing movement to return to the traditional $COUNTRY_ADJ$ way of life. It falls to the nation's leaders to set the example: should we embrace the ideal of tradition once again, or should westernization remain our goal despite our continuing isolation?;;;;;;;;;;;;;
EVTNAME18551;Embracing Westernization;;;;;;;;;;;;;
EVTDESC18551;Our people have held to our traditions for a very long time. After many years of exposure to the western nations, however, a growing movement has begun to change the $COUNTRY_ADJ$ way of life. Intellectuals in $CAPITAL$ say the government should lead the people into an era of progress and not remain mired in our backward ways. Shall we throw these fools into prison, or consider what they have to say?;;;;;;;;;;;;;
EVTNAME18555;Clash of Ideals;;;;;;;;;;;;;
EVTDESC18555;$COUNTRY_ADJ$ intellectuals have clashed with members of the aristocracy in $CAPITAL$. The aristocracy has accused the intellectual elite of attempting to cast aside the $COUNTRY_ADJ$ way of life, while the intellectuals say that progress is necessary if $COUNTRY$ is to have any chance against western imperialist powers. The argument of the intellectuals is convincing, but this has not calmed matters in the streets.;;;;;;;;;;;;;
EVTNAME18556;New Ideas;;;;;;;;;;;;;
EVTDESC18556;$COUNTRY_ADJ$ intellectuals have brought several new ideas before the court, ideas that could advance our research considerably. They are also quite contentious, however, and a rejection of the intellectuals could do much to soothe the aristocracy.;;;;;;;;;;;;;
EVTNAME18560;Annals of the Past;;;;;;;;;;;;;
EVTDESC18560;The peasants are taking to the streets, rising up against their rulers in ways that would have been unthinkable only decades ago. Perhaps it is time to remind them of their duty to their nation, and of the traditions which have served $COUNTRY$ so well in ages past?;;;;;;;;;;;;;
EVTNAME18562;The Fight Against Progress;;;;;;;;;;;;;
EVTDESC18562;$COUNTRY_ADJ$ reactionaries have begun heated debates in one of our states, arguing that $COUNTRY$ should not be slavishly seeking to chase after 'civilized' nations-- indeed, that already $COUNTRY$ has gone too far down the path of degradation and that the $COUNTRY_ADJ$ people suffer for it. They are calling on the government to repeal reforms, or at the very least to slow down the rapid pace of change... and they are gaining a wide audience.;;;;;;;;;;;;;
EVTNAME18565;A Return to Western Influence?;;;;;;;;;;;;;
EVTDESC18565;$COUNTRY$ is a nation of progress, and our current period of insulation against the western powers runs contrary to that ideal. Shall we call on the borders to be opened once again? It might anger some of our people, but the flow of goods and ideas is invaluable to our prosperity.;;;;;;;;;;;;;
EVTNAME18571;Rejecting the West?;;;;;;;;;;;;;
EVTDESC18571;We never wanted this contact with the westerners. They bring too many problems into our country, and their influence spreads like an insidious disease. Many in the $COUNTRY_ADJ$ court are calling for the borders to be closed once again, for us to display to these imperialists that they cannot simply strut about our nation as if they own it. A display of force is necessary!;;;;;;;;;;;;;
EVTNAME44356;加拿大国家铁路二期工程;;;;;;;;;;;;;
EVTDESC44356;连接卡尔加里和大西洋沿岸的加拿大国家铁路二期工程竣工，现在末期工程要动工了。末期工程线路最长、施工难度最大，因为铁路要穿越落基山脉。;;;;;;;;;;;;;
EVTDESC44808;Not unexpectedly, Mexico has ignored the terms of the Treaties of Velasco-- claiming that Santa Anna only agreed to them under duress. Indeed, Santa Anna himself has been quick to back up their claim even despite his precarious position. The one bright light in this? It might be the cause the American government has been looking for to intervene in our war.;;;;;;;;;;;;;
EVTNAME46304;索拉诺的野心;;;;;;;;;;;;;
EVTDESC46304;巴拉圭独裁者索拉诺·洛佩斯盯上了拉普拉塔河出海口地区。巴拉圭需要夺取大西洋出海口，而不是得到乌拉圭人许可辗转多次的内河航运才能出海。凡事不可能一帆风顺，尽管巴西很可能会干涉，但现在是展示我大巴拉圭的肌肉，建立大巴拉圭帝国的时候了 !;;;;;;;;;;;;;
EVTNAME60160;国家诞生;;;;;;;;;;;;;
EVTDESC60160;今日，群众聚集在$CAPITAL$欢庆$COUNTRY_ADJ$独立。在现代世界中，独立可以昙花一现，因此我们必须好好享受这一珍贵的时期。今天，$COUNTRY_ADJ$国旗飞扬在每一块窗户与角落之间，欢欣鼓舞的国民们高唱$COUNTRY_ADJ$国歌。好一片共同祈愿美好明天的盛景。;;;;;;;;;;;;;
EVTNAME80111;东干盆地;;;;;;;;;;;;;
EVTDESC80111;既然偏远新疆的叛乱已经平息，现在东干盆地的归属问题又浮出水面。贪婪的俄国不仅已占据盆地的西半部——卡拉塔尔，还觊觎着东部的伊犁。我们是应该直接将盆地和平地让给俄国，还是为$COUNTRY_ADJ$荣誉而战呢？;;;;;;;;;;;;;
EVTNAME90034;回归希腊;;;;;;;;;;;;;
EVTDESC90034;是时候与我们的希腊同胞一起携手并进了！.;;;;;;;;;;;;;
EVTNAME95076;一月起义;;;;;;;;;;;;;
EVTDESC95076;波兰年轻人反抗被征入俄国军队的一场自发的抗议立即演变成了一场大面积的叛乱，这场叛乱正受到波兰与立陶宛籍的政治家与高阶军官的支持。全欧洲都在看着我们，如果我们过于严厉地镇压这场叛乱，很有可能会损害我们与其他欧洲列强的关系。然而如果我们不这样做的话，无异于是在助长起义的嚣张气焰。;;;;;;;;;;;;;
EVTNAME95315;加入加拿大联邦？;;;;;;;;;;;;;
EVTDESC95315;由于$COUNTRY$步履维艰，有些国民开始讨论起加入加拿大联邦的可能性。加拿大联邦是一片自由之土，如果我们在一起的话将比各自为政更强大。我们要与他们的政府接洽吗？;;;;;;;;;;;;;
EVTNAME95316;$FROMCOUNTRY$要求加入加拿大;;;;;;;;;;;;;
EVTDESC95316;来自$FROMCOUNTRY$的一名代表已经秘密地与加拿大政府接洽，要求允许一个前美国州加入联邦。尽管这看起来像个好主意，但是如果同意的话美国政府可能会把我们看成是搞从中渔利的机会主义。;;;;;;;;;;;;;
EVTNAME96090;$COUNTRY_ADJ$君主制终结;;;;;;;;;;;;;
EVTDESC96090;随着$COUNTRY$在最近的战争中战败，$COUNTRY_ADJ$君主制备受责难-- 已经有多次暗杀企图，并且政府内部呼吁君主制下台。公众的意见转向将$COUNTRY$变为民主制这一论调…尽管有些人担心这会使国家陷入进一步的混乱。;;;;;;;;;;;;;
EVTNAME96215;印度民族主义者的胜利！;;;;;;;;;;;;;
EVTDESC96215;在印度，民族主义者成功占据$COUNTRY_ADJ$殖民地。我们的统治者被赶走，领土丧失。;;;;;;;;;;;;;
EVTNAME97571;The Final Straw;;;;;;;;;;;;;
EVTDESC97571;We have received reports from the Cape Colony that there has been yet another outbreak of violence between the Xhosa natives and the colonials. This time it is evidently caused by natives returning from the diamond mines, attempting to take back control of their lands without any consideration for due process. Many within the Cape Colony believe it is time that the military moved in and took over their lands completely.;;;;;;;;;;;;;
EVTNAME98000;Border Dispute with the Zulu;;;;;;;;;;;;;
EVTDESC98000;The Zulus have slaughtered a $COUNTRY_ADJ$ regiment that entered their territory without our authority. While we had not been seeking a war with the Zulus, now our hand is forced. We must either back down and apologize, or see this through to the bitter end.;;;;;;;;;;;;;
EVTNAME98001;The South African Union ;;;;;;;;;;;;;
EVTDESC98001;The time has come to consider joining the South African union. ;;;;;;;;;;;;;
EVTNAME98002;Annexation of the Transvaal;;;;;;;;;;;;;
EVTDESC98002;Our colonial governor in South Africa declared an annexation of the Transvaal via special warrant several years ago, one that the Boers have stubbornly resisted. Both Transvaal and the Oranje Free State have considerable resources which would be of value to $COUNTRY$, and we must consider the idea that keeping them out of the hands of competitors for African dominance is just as much reason to annex them as using those resources for our ourselves. The Boer resistance has proven embarrasing. If we do not answer this with force, it will make the $COUNTRY_ADJ$ look weak to the world.;;;;;;;;;;;;;
EVTNAME98003;The Anglo-Boer War;;;;;;;;;;;;;
EVTDESC98003;The $FROMCOUNTRY_ADJ$ have gone to war with the Transvaal, and many Boers are fearful that $COUNTRY$ will surely be next. They are crying out to our government to ally with the Transvaalis and stop the $FROMCOUNTRY_ADJ$ from taking away their lands and their rights.;;;;;;;;;;;;;
EVTNAME98004;South Africa is Ours!;;;;;;;;;;;;;
EVTDESC98004;We control the entire Cape Colony. There is no question now as to who the masters are in South Africa: the Boers. The time has come for us to end the war and unite the Boers under a single flag.;;;;;;;;;;;;;
EVTNAME98005;Appeal From $FROMCOUNTRY$;;;;;;;;;;;;;
EVTDESC98005;We have been approached by $FROMCOUNTRY_ADJ$ diplomats desperate for help in their war. Though they are loathe to do so, they are asking for $COUNTRY_ADJ$ protection. If we provide it, it does mean we establish an excellent claim over their territory.;;;;;;;;;;;;;
EVTNAME98006;The Boer Exodus;;;;;;;;;;;;;
EVTDESC98006;With 'the Great Trek' underway, many of the Boers are eager to leave the Cape Colony behind and travel to either the Transvaal or the oranje Free State where they feel they will be free to pursue their own interests.;;;;;;;;;;;;;
EVTNAME98735;Islamic Fervor in $COUNTRY$;;;;;;;;;;;;;
EVTDESC98735;A sentiment of Islamic nationalism is sweeping $COUNTRY$, as people begin to clamor for unification with the Islamic Caliphate. We have little reason to doubt that they would object to a petition of annexation.;;;;;;;;;;;;;
claim_mayan_lands_title;重建玛雅帝国;;;;;;;;;;;;;
claim_mayan_lands_desc;玛雅人重申自己被夺去的一切的时候到了！;;;;;;;;;;;;;
release_bukovina_desc;既然我们的布科维纳领地已经与奥地利相分离，我们就只能赋予当地人更大的自主权了。让我们允许罗马尼亚人建立自己的军队吧，只要他们愿意服从于奥地利的皇冠。;;;;;;;;;;;;;
total_war_in_taiping_title;发动全面战争;;;;;;;;;;;;;
total_war_in_taiping_desc;光荣的革命等待着我们。我们必须号召所有人起来战斗，以免我们的天命在实现它第一步的胜利前夭折。;;;;;;;;;;;;;
total_war_in_peking_title;发动全面战争;;;;;;;;;;;;;
total_war_in_peking_desc;太平天国之乱使王朝以及事实上整个帝国的存亡危在旦夕。我们必须号召所有人奋起反抗这群基督教异教徒！;;;;;;;;;;;;;
total_war_in_kashgaria_title;发动全面战争;;;;;;;;;;;;;
total_war_in_kashgaria_desc;光荣的革命等待着我们。我们必须号召所有人起来战斗，以免我们的天命在实现它第一步的胜利前夭折。;;;;;;;;;;;;;
total_war_in_yunnan_title;发动全面战争;;;;;;;;;;;;;
total_war_in_yunnan_desc;光荣的革命等待着我们。我们必须号召所有人起来战斗，以免我们的天命在实现它第一步的胜利前夭折。;;;;;;;;;;;;;
form_hindustan_title;建立印度;;;;;;;;;;;;;
form_hindustan_desc;我们一定要将印度人团结在一面共同的旗帜之下，这样我们才能更好地抵抗帝国主义者对南亚的侵犯。;;;;;;;;;;;;;
form_marathas_title;建立马拉地;;;;;;;;;;;;;
form_marathas_desc;马拉地帝国曾经是印度次大陆上一股最强大的势力。现在是时候让它再次崛起了！;;;;;;;;;;;;;
apply_for_USA_statehood2_title;申请州权;;;;;;;;;;;;;
apply_for_USA_statehood2_desc;我们的家园坐落于北美洲大陆，我们的传统文化与美国紧密相连，这些条件很有可能使美国愿意考虑我们加入联邦的提议。一旦申请就表示我国将成为美国的一部分。;;;;;;;;;;;;;
end_of_NGF_PRU;成为普鲁士;;;;;;;;;;;;;
end_of_NGF_PRU_desc;失去领土后，我们一定要面对苦涩的事实：宣称比普鲁士更大的地盘的主权简直就是痴人说梦，是我们所无法承担的。让事实成为现实吧。;;;;;;;;;;;;;
end_of_NGF_ANH;成为安哈尔特;;;;;;;;;;;;;
end_of_NGF_ANH_desc;失去领土后，我们一定要面对苦涩的事实：宣称比安哈尔特更大的地盘的主权简直就是痴人说梦，是我们所无法承担的。让事实成为现实吧。;;;;;;;;;;;;;
end_of_SGF_BAD;成为巴登;;;;;;;;;;;;;
end_of_SGF_BAD_desc;失去领土后，我们一定要面对苦涩的事实：宣称比巴登更大的地盘的主权简直就是痴人说梦，是我们所无法承担的。让事实成为现实吧。;;;;;;;;;;;;;
end_of_SGF_BAV;成为巴伐利亚;;;;;;;;;;;;;
end_of_SGF_BAV_desc;失去领土后，我们一定要面对苦涩的事实：宣称比巴伐利亚更大的地盘的主权简直就是痴人说梦，是我们所无法承担的。让事实成为现实吧。;;;;;;;;;;;;;
end_of_NGF_BRA;成为不伦瑞克;;;;;;;;;;;;;
end_of_NGF_BRA_desc;失去领土后，我们一定要面对苦涩的事实：宣称比不伦瑞克更大的地盘的主权简直就是痴人说梦，是我们所无法承担的。让事实成为现实吧。;;;;;;;;;;;;;
end_of_NGF_BRE;成为不来梅;;;;;;;;;;;;;
end_of_NGF_BRE_desc;失去领土后，我们一定要面对苦涩的事实：宣称比不来梅更大的地盘的主权简直就是痴人说梦，是我们所无法承担的。让事实成为现实吧。;;;;;;;;;;;;;
end_of_NGF_FRM;成为法兰克福;;;;;;;;;;;;;
end_of_NGF_FRM_desc;失去领土后，我们一定要面对苦涩的事实：宣称比法兰克福更大的地盘的主权简直就是痴人说梦，是我们所无法承担的。让事实成为现实吧。;;;;;;;;;;;;;
end_of_NGF_HAM;成为汉堡;;;;;;;;;;;;;
end_of_NGF_HAM_desc;失去领土后，我们一定要面对苦涩的事实：宣称比汉堡更大的地盘的主权简直就是痴人说梦，是我们所无法承担的。让事实成为现实吧。;;;;;;;;;;;;;
end_of_NGF_HAN;成为汉诺威;;;;;;;;;;;;;
end_of_NGF_HAN_desc;失去领土后，我们一定要面对苦涩的事实：宣称比汉诺威更大的地盘的主权简直就是痴人说梦，是我们所无法承担的。让事实成为现实吧。;;;;;;;;;;;;;
end_of_NGF_HEK;成为黑森-卡塞尔;;;;;;;;;;;;;
end_of_NGF_HEK_desc;失去领土后，我们一定要面对苦涩的事实：宣称比黑森-卡塞尔更大的地盘的主权简直就是痴人说梦，是我们所无法承担的。让事实成为现实吧。;;;;;;;;;;;;;
end_of_NGF_HES;成为黑森-达姆施塔特;;;;;;;;;;;;;
end_of_NGF_HES_desc;失去领土后，我们一定要面对苦涩的事实：宣称比黑森-达姆施塔特更大的地盘的主权简直就是痴人说梦，是我们所无法承担的。让事实成为现实吧。;;;;;;;;;;;;;
end_of_NGF_OLD;成为奥尔登堡;;;;;;;;;;;;;
end_of_NGF_OLD_desc;失去领土后，我们一定要面对苦涩的事实：宣称比奥尔登堡更大的地盘的主权简直就是痴人说梦，是我们所无法承担的。让事实成为现实吧。;;;;;;;;;;;;;
end_of_NGF_SAX;成为萨克森;;;;;;;;;;;;;
end_of_NGF_SAX_desc;失去领土后，我们一定要面对苦涩的事实：宣称比萨克森更大的地盘的主权简直就是痴人说梦，是我们所无法承担的。让事实成为现实吧。;;;;;;;;;;;;;
end_of_NGF_WEI;成为萨克森-魏玛;;;;;;;;;;;;;
end_of_NGF_WEI_desc;失去领土后，我们一定要面对苦涩的事实：宣称比萨克森-魏玛更大的地盘的主权简直就是痴人说梦，是我们所无法承担的。让事实成为现实吧。;;;;;;;;;;;;;
end_of_SGF_WUR;成为符腾堡;;;;;;;;;;;;;
end_of_SGF_WUR_desc;失去领土后，我们一定要面对苦涩的事实：宣称比符腾堡更大的地盘简直就是痴人说梦，是我们所无法承担的。让事实成为现实吧。;;;;;;;;;;;;;
end_of_NGF_MEI;成为萨克森-迈宁根;;;;;;;;;;;;;
end_of_NGF_MEI_desc;失去领土后，我们一定要面对苦涩的事实：宣称比萨克森-迈宁根更大的地盘简直就是痴人说梦，是我们所无法承担的。让事实成为现实吧。;;;;;;;;;;;;;
end_of_NGF_COB;成为萨克森-科堡-哥达;;;;;;;;;;;;;
end_of_NGF_COB_desc;失去领土后，我们一定要面对苦涩的事实：宣称比萨克森-科堡-哥达更大的地盘的主权简直就是痴人说梦，是我们所无法承担的。让事实成为现实吧。;;;;;;;;;;;;;
end_of_NGF_NAS;成为拿骚;;;;;;;;;;;;;
end_of_NGF_NAS_desc;失去领土后，我们一定要面对苦涩的事实：宣称比拿骚更大的地盘的主权简直就是痴人说梦，是我们所无法承担的。让事实成为现实吧。;;;;;;;;;;;;;
end_of_NGF_MEC;成为梅克伦堡;;;;;;;;;;;;;
end_of_NGF_MEC_desc;失去领土后，我们一定要面对苦涩的事实：宣称比梅克伦堡更大的地盘的主权简直就是痴人说梦，是我们所无法承担的。让事实成为现实吧。;;;;;;;;;;;;;
end_of_NGF_LUB;成为吕贝克;;;;;;;;;;;;;
end_of_NGF_LUB_desc;失去领土后，我们一定要面对苦涩的事实：宣称比吕贝克更大的地盘的主权简直就是痴人说梦，是我们所无法承担的。让事实成为现实吧。;;;;;;;;;;;;;
end_of_NGF_LIP;成为利珀;;;;;;;;;;;;;
end_of_NGF_LIP_desc;失去领土后，我们一定要面对苦涩的事实：宣称比利珀更大的地盘的主权简直就是痴人说梦，是我们所无法承担的。让事实成为现实吧。;;;;;;;;;;;;;
create_iberia_title;成立伊比利亚联邦;;;;;;;;;;;;;
create_iberia_desc;我们证明了我们的热情，我们将伊比利亚半岛统一到我们的统治之下。现在，是时候迎来新的伊比利亚联邦的诞生了，它将会把半岛上所有文化统一到唯一的统治之下。;;;;;;;;;;;;;
create_iberia2_title;成立伊比利亚联邦;;;;;;;;;;;;;
create_iberia2_desc;我们证明了我们的热情，我们将伊比利亚半岛统一到我们的统治之下。现在，是时候迎来新的伊比利亚联邦的诞生了，它将会把半岛上所有文化统一到唯一的统治之下。;;;;;;;;;;;;;
end_of_iberia_spain_title;恢复西班牙;;;;;;;;;;;;;
end_of_iberia_spain_desc;伊比利亚的联合不再现实。事实上，我们必须忘记联邦并重新成立西班牙。;;;;;;;;;;;;;
end_of_iberia_portugal_title;恢复葡萄牙;;;;;;;;;;;;;
end_of_iberia_portugal_desc;伊比利亚的联合不再现实。事实上，我们必须忘记联邦并重新成立葡萄牙。;;;;;;;;;;;;;
form_caliphate_title;成立伊斯兰联邦;;;;;;;;;;;;;
form_caliphate_desc;一个统一强大的穆斯林国家是穆斯林世界的梦想。;;;;;;;;;;;;;
apply_sharia_law_title;通过伊斯兰律法;;;;;;;;;;;;;
apply_sharia_law_desc;我们是一个宗教神权国家，通过伊斯兰法典会有助于我们维持统治。;;;;;;;;;;;;;
repeal_sharia_law_title;撤消伊斯兰律法;;;;;;;;;;;;;
repeal_sharia_law_desc;宗教对于我们来说已经不再那么重要，我们可以撤消不恰当的律法。;;;;;;;;;;;;;
fsa_enact_anaconda_plan_desc;蟒蛇计划最初由司令温菲尔德·史考特设计，该计划通过封锁主要港口，以及对海岸地区的军事行动来削弱自由美国。只要我们开始封锁自由诸州的港口，他们的民众就会因为缺乏必需品而产生厌战情绪。;;;;;;;;;;;;;
