Key;English;;;;;;;;;;;;;
square_set_timbering_desc;Square-set timbering is a system invented by a German named Philip Deidesheimer that uses heavy timber "cubes" as supports for underground mining tunnels and shafts, that enabled skilled miners to open three-dimensional cavities of any size. In large openings, the cubes can be filled with waste rock, creating a solid pillar of wood and rock from floor to roof ("back" in miner's terminology). The system, which was inspired by the structure of honeycombs, enabled mining of the large silver orebodies of the Comstock Lode, which were in very weak rock梚n miner's terms, "heavy ground". Deidesheimer refused to patent the innovation, which was easily the most important mining innovation of 1860.;;;;;;;;;;;;;
drilling_and_blasting;钻炸法;;;;;;;;;;;;;
dynamite;炸药;;;;;;;;;;;;;
dynamite_desc;Dynamite is an explosive made of nitroglycerin, sorbents (such as powdered shells or clay) and stabilizers. It was invented by the Swedish chemist and engineer Alfred Nobel in Geesthacht, and patented in 1867. It rapidly gained wide-scale use as a more powerful alternative to black powder.;;;;;;;;;;;;;
electrolytic_refining;电解精炼;;;;;;;;;;;;;
electrolytic_refining_desc;Electrolysis, or electrolytic refining, is a technique used for extraction, as well as purification, of metals obtained by any refining method. In the electro-refining process, a block of impure metal becomes the anode, and a thin sheet of metal becomes the cathode. Both the cathode and anode are dipped in an electrolytic cell containing an aqueous solution of the metal salt. Upon the application of electric current of a suitable voltage, pure metal is deposited at the cathode by the dissolution of impure metal at the anode.;;;;;;;;;;;;;
deep_mining;煤矿深部开采;;;;;;;;;;;;;
deep_mining_desc;Deep mining means the extraction of coal through underground mining methods, including gaining access to the coal deposits by means of vertical or inclined shafts, by drift mining from the coal outcrop, or by other means that do not involve the stripping away of overburden to expose the deposit.;;;;;;;;;;;;;
percussion_drill;气动钻;;;;;;;;;;;;;
percussion_drill_desc;In Europe since the late 1840s, the king of Sardinia, Carlo Alberto, had been contemplating the excavation of a 12-kilometer (7.5 mi) tunnel through Mount Fr閖us to create a rail link between Italy and France, which would cross his realm. The need for a mechanical rock drill was obvious and this sparked research on pneumatic rock drills in Europe. A Frenchman, Cav?, designed, and in 1851 patented, a rock drill that used compressed air, but the air had to be admitted manually to the cylinder during each stroke, so it was not successful. In 1854, in England, Thomas Bartlett made and then patented (1855) a rock drill whose drill bit was connected directly to the piston of a steam engine. In 1855 Bartlett demonstrated his drill, powered by compressed air, to officials of the Mount Fr閖us tunnel project.;;;;;;;;;;;;;
friction_hoist;摩擦式提升机;;;;;;;;;;;;;
friction_hoist_desc;Invented in 1877 by Frederick Koepe, friction (or Koepe) hoists are mounted on the ground above the mine shaft, or at the top of the headframe. They utilize tail ropes and counterweights and do not have the haulage rope fixed to the wheel, but instead passed around it. The tailropes and weights offset the need for the motor to overcome the weight of the conveyance and hoisting rope, thereby reducing the required horsepower of the hoisting motor by up to 30%, with the overall power consumption remaining the same. Friction hoists, unlike drum hoists, can and normally do use multiple ropes giving them a larger payload capacity, however since they require a larger safety factor, they are impractical for very deep shafts.;;;;;;;;;;;;;
lixiviation_mills;浸析;;;;;;;;;;;;;
lixiviation_mills_desc;Lixiviation milling, also known as Heap leaching, is an industrial mining process used to extract precious metals, copper, uranium, and other compounds from ore using a series of chemical reactions that absorb specific minerals and re-separate them after their division from other earth materials.;;;;;;;;;;;;;
cyanide_milling;氰化物浸出;;;;;;;;;;;;;
cyanide_milling_desc;The cyanide process (also known as the MacArthur-Forrest process) is a hydrometallurgical technique for extracting gold from low-grade ore by converting the gold to a water-soluble coordination complex.;;;;;;;;;;;;;
trinitrotoluene;三硝基甲苯;;;;;;;;;;;;;
trinitrotoluene_desc;Trinitrotoluene, or TNT, was first prepared in 1863 by German chemist Julius Wilbrand and originally used as a yellow dye. Its potential as an explosive was not recognized for several years, mainly because it was so difficult to detonate and because it was less powerful than alternatives. Its explosive properties were first discovered by another German chemist, Carl H鋟ssermann, in 1891. TNT is one of the most commonly used explosives for military, industrial, and mining applications.;;;;;;;;;;;;;
shrinkage_stoping;留矿回采法;;;;;;;;;;;;;
shrinkage_stoping_desc;Shrinkage stoping is a mining method used for steeply dipping, narrower ore bodies with self supporting walls and ore. It is an overhand mining method that relies on broken ore being left in the stope to be used as the 搘orking floor? and to support the walls. During the mining cycle, only 30 ? 35% of the ore blasted is extracted being equivalent to the swell factor of in-situ ore to broken. When mining is complete to the next upper horizon, the ore is extracted. Although it is not necessary to fill the resulting voids, they are commonly filled with waste rock from development. Level intervals seldom exceed 40 meters due to uneven muck draw. Recoverable pillars are left at each level.;;;;;;;;;;;;;
froth_flotation;泡沫浮选法;;;;;;;;;;;;;
froth_flotation_desc;Froth flotation is a process for selectively separating hydrophobic materials from hydrophilic. This is used in mineral processing, paper recycling and waste-water treatment industries. Historically this was first used in the mining industry, where it was one of the great enabling technologies of the 20th century. It has been described as "the single most important operation used for the recovery and upgrading of sulfide ores".;;;;;;;;;;;;;
hydraulic_excavator;液压挖掘机;;;;;;;;;;;;;
hydraulic_excavator_desc;The very first excavator to use hydraulic technology was built in 1882 by Sir W. G. Armstrong & Company in England, where it was used in construction of the Hull docks. Unlike later excavators that use hydraulic fluid, water was used to operate the hydraulic functions. Also, it was not a true hydraulic machine, but a hybrid that used cables to operate the bucket but with a hydraulic cylinder operating a set of multiplying sheaves. The idea was not successful, neither on this machine nor on a machine of somewhat similar design built by the unrelated Frank F. Armstrong for Penn Iron Mining Company in the United States in 1914.;;;;;;;;;;;;;
centralized_economic_planning;计划经济;;;;;;;;;;;;;
centralized_economic_planning_desc;As more radical ideological alternatives to liberal democracy gained power in the early twentieth century, the opportunity to reconstruct economic organization based on State direction of economic activity that could be compared to the relative success or failure of traditional market-based economic structures arose. Such programs of centralized economic planning, employed by both communist and fascist regimes, often achieved dramatic initial results in reducing unemployment, increasing output of industrial goods, and removing the problem of conflict between laborer and employer in society, which the regimes would trumpet as proof of the superiority of their systems over free market systems. The social and economic costs to these societies, however, were often very high, and the resistance to State control created the potential for brutal repression. However, to the outside world that knew little of the negative consequences of these plans, they seemed to suggest a viable alternative to the free-market systems that had been the hallmark of nineteenth century economic theory.;;;;;;;;;;;;;
bolt_action_rifle_armament;栓式枪机步枪;;;;;;;;;;;;;
bolt_action_rifle_armament_desc;Bolt action is a type of firearm action in which the weapon's bolt is operated manually by the opening and closing of the breech (barrel) with a small handle. The first bolt-action rifle was produced in 1824 by Johann Nikolaus von Dreyse, following work on breechloading rifles. European armies continued to develop bolt-action rifles through the latter half of the Nineteenth Century and World War I marked the height of the bolt-action rifle's use, with all of the nations in that war fielding troops armed with various bolt-action designs.;;;;;;;;;;;;;
existentialism;存在主义;;;;;;;;;;;;;
existentialism_desc;Existentialism has many mothers. In one way it could be interpreted as a radical individualism traced from Kierkegaard and Nietzsche, but it is more. It is also the notion of the given as not really given but only meaningful through the process of interpretation, something that it got from Husserl, and more indirectly from Bretano. However it was taken further by Heidegger and later Sartre, Beauvoir, and Camus, and became focused on what gives meaning to the person, where the person should be understood as a being that is free to take action and thus create their own meaning rather than the more inflexible, outdated cartesian ideal.;;;;;;;;;;;;;
polyphase_system;多相系统;;;;;;;;;;;;;
polyphase_system_desc;多相系统是有效传输交流电的一种方法。两个或以上的相位同时运行（在工业领域起初是两个，后来三个是标准）。特斯拉发明的多相系统标志着爱迪生和他的直流电的彻底败北。;;;;;;;;;;;;;
young_school_doctrine;绿水学派;;;;;;;;;;;;;
young_school_doctrine_desc;The Jeune 蒫ole ("Young School") is a strategic naval concept developed that advocates the use of small, powerfully equipped units to combat a larger battleship fleet, and commerce raiders capable of ending the trade of the rival nation.;;;;;;;;;;;;;
fleet_in_being_doctrine;存在舰队学说;;;;;;;;;;;;;
fleet_in_being_doctrine_desc;The "fleet in being" concept is based on the assumption that the fleet is relatively safe in port, even if near the enemy. Keeping the "fleet in being", one could maintain an active threat which would force the enemy to remain in the area and prevent them from taking the initiative elsewhere.;;;;;;;;;;;;;
sea_power_doctrine;海权学说;;;;;;;;;;;;;
sea_power_doctrine_desc;Sea power is the means by which a nation extends its military power onto the seas. Measured in terms of a nation抯 capacity to use the seas in defiance of rivals and competitors, it consists of such diverse elements as combat craft and weapons, auxiliary craft, commercial shipping, bases, and trained personnel.;;;;;;;;;;;;;
neocolonialism_doctrine;海军帝国主义学说;;;;;;;;;;;;;
neocolonialism_doctrine_desc;Imperialism is a state government, practice, or advocacy of extending power and dominion, especially by direct territorial acquisition or by gaining political and economic control of other areas.;;;;;;;;;;;;;
ship_construction;建设与推动;;;;;;;;;;;;;
steamers;明轮船;;;;;;;;;;;;;
iron_steamers;螺旋推进式轮船;;;;;;;;;;;;;
steamer_shipyard_construction;轮船造船厂;;;;;;;;;;;;;
steamer_shipyard_construction_desc;建造蒸汽船并非易事，因此我们需要首先设计一个适当大小的造船厂来开始施工。;;;;;;;;;;;;;
clipper_shipyard_construction;快船造船厂;;;;;;;;;;;;;
clipper_shipyard_construction_desc;建造像风帆战舰这样的巨型船只并非易事，因此我们需要首先设计一个适当大小的造船厂来开始施工。;;;;;;;;;;;;;
western_shipyards;造船厂;;;;;;;;;;;;;
western_shipyards_l;造船厂;;;;;;;;;;;;;
no_western_shipyards;传统造船厂;;;;;;;;;;;;;
no_western_shipyards_l;传统造船厂;;;;;;;;;;;;;
no_western_shipyards_desc;我们的造船厂是根据我们的传统建造的。;;;;;;;;;;;;;
yes_western_shipyards;西式造船厂;;;;;;;;;;;;;
yes_western_shipyards_l;西式造船厂;;;;;;;;;;;;;
yes_western_shipyards_desc;我们的造船厂由外国专家建造，可以建造更高吨位的船舶。;;;;;;;;;;;;;
old_style_family_business_desc;这种商业文化风格意味着业主将业务视为家庭商店或餐馆。 私人和企业之间的界限非常不明确。 这种做法变得非常情绪化，业主将为他们的业务承担更大的风险，但这是以专业精神为代价的。;;;;;;;;;;;;;
switch_to_traditional_academic_title;重整学术界;;;;;;;;;;;;;
switch_to_traditional_academic_desc;我们学术界的许多人都认为我们学术界目前的方向是错误的，我们应该采用更传统的学术形象。;;;;;;;;;;;;;
czech_tech_school;斯柯达工程;;;;;;;;;;;;;
japanese_tech_school;主权线·-利益线;;;;;;;;;;;;;
naval_tech_school;海权与商船队;;;;;;;;;;;;;
switch_to_navy_tech_title;海权与商船队;;;;;;;;;;;;;
developing_tech_school;Developing Academia;;;;;;;;;;;;;
genetics_heredity;遗传学：遗传;;;;;;;;;;;;;
genetics_heredity_desc;遗传学是了解生命本身的重要一步。 格雷戈尔·孟德尔（Gregor Mendel，1822-84）认为，生物体所含的每种特性都记录在某些物质因素中，并在繁殖过程中被转移。 在他的豌豆植物的实验中，他可以证明他的论点。;;;;;;;;;;;;;
modern_winemaking;现代酿酒;;;;;;;;;;;;;
modern_winemaking_desc;虽然酿酒是一个非常古老的过程，但制造葡萄酒生产线所需的专业知识和设备对于该行业的未来至关重要。;;;;;;;;;;;;;
bottling_process;装瓶处理;;;;;;;;;;;;;
bottling_process_desc;为了饮料行业的未来，需要现代装瓶技术来有效和适当地装瓶和分配酒精。;;;;;;;;;;;;;
schrapnel_standard_design;弹片标准设计;;;;;;;;;;;;;
schrapnel_standard_design_desc;弹片炮弹是杀伤人员的炮弹弹药，它们在目标附近携带大量单个子弹，然后弹射它们，使它们沿炮弹的轨迹继续前进并单独击中目标。 他们几乎完全依靠贝壳的速度来获得杀伤力。 最终的弹片外壳设计与Henry Shrapnel的原始设计几乎没有相似之处，标志着当时技术的快速发展。;;;;;;;;;;;;;
barbed_wire_defense;铁丝网防御;;;;;;;;;;;;;
barbed_wire_defense_desc;带刺铁丝网是一种钢制围栏钢丝，其构造有沿着钢绞线间隔布置的尖锐边缘或尖端。 它用于建造廉价的围栏，用于墙壁上或作为堑壕战中防御工事的主要特征，阻止步兵冲锋。;;;;;;;;;;;;;
helmet_mass_production;头盔批量生产;;;;;;;;;;;;;
helmet_mass_production_desc;使用火炮和现代机枪重新燃起了对钢盔的需求。 他们很快成为武装部队的标准，从法国的阿德里安和英国的布罗迪到德国的斯塔尔海姆。 到了20世纪，这种头盔为弹头和碎片以及专家角色提供了头部保护。;;;;;;;;;;;;;
camouflage_uniforms;迷彩制服;;;;;;;;;;;;;
camouflage_uniforms_desc;迷彩是一种使用任何材料，颜色或照明组合来隐藏的手段，或者通过使目标难以看到，或者将它们伪装成其他东西。 随着现代战争死亡率的提高，通过更换传统制服使我们的士兵更难被杀死似乎是明智的。;;;;;;;;;;;;;
rotary_kiln;回转炉;;;;;;;;;;;;;
rotary_kiln_desc;回转窑通过对燃烧的完美控制来生产质量更好的水泥，回转窑的窑炉是一个圆筒形容器中，稍倾斜于水平方向，这是慢慢地绕其轴线旋转。要被处理的材料被送入工作缸的上端。作为窑旋转时，材料逐渐向下移动，朝下端，并且可以经受一定量的搅拌和混合的。热气体通过沿窑，有时在相同的方向上的处理材料（顺流），但通常在相反的方向（逆流）。热气体可在炉外产生，或者可以通过对窑内火焰产生。;;;;;;;;;;;;;
stiff_plastic_brickmaking_machine;刚性塑料制砖机;;;;;;;;;;;;;
stiff_plastic_brickmaking_machine_desc;在刚塑性工艺中使用的机器中，将先前粉末化和筛分的粘土混合成硬塑料颗粒材料，然后将其压制成硬膏。 混合可以在槽式混合器中或在搅拌机中进行。 通过硬塑性工艺对砖进行成型分为两部分：凝块或粗糙形状的砖，其通过机械地迫使硬膏进入模具而制成，砖通过压制凝块而制成。;;;;;;;;;;;;;
hot_blast;鼓风;;;;;;;;;;;;;
regenerative_furnaces;蓄热炉;;;;;;;;;;;;;
electric_furnace;电弧炉;;;;;;;;;;;;;
advanced_metallurgy;平炉;;;;;;;;;;;;;
pneumatic_and_hydraulics;气动与液压;;;;;;;;;;;;;
jiggs;夹具;;;;;;;;;;;;;
jiggs_desc;Jigs are components of machine-tool installations, specially designed in each case to position the workpiece, hold it firmly in place, and guide the motion of the power tool. Jigs can also be guides for tools or templates, as in the furniture industry.;;;;;;;;;;;;;
dobby_loom;多臂织机;;;;;;;;;;;;;
dobby_loom_desc;多臂织机是一种使用称为dobby的设备控制所有经线的织机。多臂织机的主要优点是可以生产更复杂的设计。多臂织机可以用带有挂钉的木制挂钩操作，挂钩围绕织机上方的滚轮旋转。滞后的钉子对应于提升计划，该提升计划控制提升哪些线束。也可以使用穿孔纸模板卡。;;;;;;;;;;;;;
cotton_gin;轧棉机;;;;;;;;;;;;;
cotton_gin_desc;轧棉机是一种清洁棉花种子的机器。该装置通过安装在旋转圆筒上的一组金属丝拉动棉花，纤维穿过铁制的胸部中的狭窄狭槽，以允许种子通过。本发明的简单性 - 可以由人，动物或水提供动力 - 导致它被广泛复制，尽管有专利。 轧棉机提高了从棉花中取出种子50倍的生产力。虽然从一个单一的奴隶花了大约10个小时从种子中分离出一磅纤维，一个由两个或三个奴隶使用轧棉机的团队一天可以生产五十磅的棉花。;;;;;;;;;;;;;
lancashire_loom;兰开夏织机;;;;;;;;;;;;;
lancashire_loom_desc;兰开夏织机是一种自动织机，但它必须停下来为空梭子充能。兰开夏织机的主要优点是它是半自动的，当经线断线时，织布机被通知。 当飞梭用完线程时，机器停了下来。 因此，操作者可以使用4个或更多的织机，而以前它们只能使用单个织机。 实际上，术语“四分之一”用于描述这一设备，因为人工成本变为四分之一。 在一些工厂中，操作人员将操作6台甚至8台织机。;;;;;;;;;;;;;
steam_powered_silk_reels;蒸汽动力缠丝;;;;;;;;;;;;;
