Key;English;;;;;;;;;;;;;
intern_pan_albanian_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the Albanians from the rest of the population. In the execution of this, first of all, is the seizing of the Albanian population by the introduction of a registration order and similar appropriate measures. All rights of freedom for Albanians are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own  Albanian self-government with Albanian officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\nAdds 1 point to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_arab_title;Article 3: Arab Internment;;;;;;;;;;;;;
intern_arab_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the Arabs - that is, the Maghrebi, Misri, Mashriqi, Bedouins, Berbers, Maures and Sudanese - from the rest of the population. In the execution of this, first of all, is the seizing of the Arab population by the introduction of a registration order and similar appropriate measures. All rights of freedom for Arabs are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own  Arab self-government with Arab officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\nAdds 3 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_central_asian_title;Article 3: Central Asian Internment;;;;;;;;;;;;;
intern_central_asian_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the people from Central Asia - that is, the Mongols, Siberians, Yakut, Tibetans and Nepali - from the rest of the population. In the execution of this, first of all, is the seizing of the Asian population by the introduction of a registration order and similar appropriate measures. All rights of freedom for Asians are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own  Asian self-government with Asian officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\nAdds 2 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_east_asian_title;Article 3: East Asian Internment;;;;;;;;;;;;;
intern_east_asian_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the people from East Asia - that is, the Manchu, Beifaren, Nanfaren, Hakka, Miao, Min, Zhuang, Yi and Yue - from the rest of the population. In the execution of this, first of all, is the seizing of the Asian population by the introduction of a registration order and similar appropriate measures. All rights of freedom for Asians are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own  Asian self-government with Asian officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\nAdds 8 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_far_east_asian_title;Article 3: Far-East Asians Internment;;;;;;;;;;;;;
intern_far_east_asian_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the people from the Far East - that is, the Japanese, Korean and Ainu - from the rest of the population. In the execution of this, first of all, is the seizing of the Asian population by the introduction of a registration order and similar appropriate measures. All rights of freedom for Asians are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own  Asian self-government with Asian officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\nAdds 6 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_south_asian_title;Article 3: Indian Internment;;;;;;;;;;;;;
intern_south_asian_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the people from India - that is, the Assamese, Bihari, Manipuri, Oriya, Sinhala, Awadhi, Kanauji, Kashmiri, Gujarati, Marathi, Rajput, Kannada, Malayalam, Tamil and Telegu - from the rest of the population. In the execution of this, first of all, is the seizing of the Indian population by the introduction of a registration order and similar appropriate measures. All rights of freedom for Indians are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own Indian self-government with Indian officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\nAdds 8 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_southeast_asian_title;Article 3: Southeast Asian Internment;;;;;;;;;;;;;
intern_southeast_asian_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the people from Southeast Asia - that is, the Vietnamese, Khmer, Malay, Javanese, Filipinos, Moluccans, Thai, Lao, Shan, Burmese, Kachin, Karen and other Asian Minor - from the rest of the population. In the execution of this, first of all, is the seizing of the Asian population by the introduction of a registration order and similar appropriate measures. All rights of freedom for Asians are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own Asian self-government with Asian officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\nAdds  points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_baltic_title;Article 3: Baltic Internment;;;;;;;;;;;;;
intern_baltic_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the people from Baltics - that is, the Lithuanians, Latvians, and Estonians - from the rest of the population. In the execution of this, first of all, is the seizing of the Baltic population by the introduction of a registration order and similar appropriate measures. All rights of freedom for Baltics are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own Baltic self-government with Baltic officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\nAdds 2 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_beneluxian_title;Article 3: Beneluxian Internment;;;;;;;;;;;;;
intern_beneluxian_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the people from the Benelux region - that is, the Dutch, Flemish, and Walloons - from the rest of the population. In the execution of this, first of all, is the seizing of the Benelux population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Benelux are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own Benelux self-government with Benelux officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\nAdds 2 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_british_title;Article 3: British Internment;;;;;;;;;;;;;
intern_british_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the people from the British Islands - that is, the British, Irish, and Scottish - from the rest of the population. In the execution of this, first of all, is the seizing of the British population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the British are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own British self-government with British officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\nAdds 4 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_caucasian_title;Article 3: Caucasus Internment;;;;;;;;;;;;;
intern_caucasian_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the people from the Caucasus - that is, the Dagestani, Chechens, and Circassians - from the rest of the population. In the execution of this, first of all, is the seizing of the Caucasus population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Caucasus peoples are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own Caucasus self-government with officials from the Caucasus. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\nAdds 2 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_czecho_slovak_culture_group_title;Article 3: Czech-Slovak Internment;;;;;;;;;;;;;
intern_czecho_slovak_culture_group_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the Czech-Slovak population from the rest of the population. In the execution of this, first of all, is the seizing of the Czech-Slovak population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Czech-Slovak peoples are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own Czech-Slovak self-government with Czech-Slovak officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\nAdds 2 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_french_title;Article 3: French Internment;;;;;;;;;;;;;
intern_french_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the people from France - that is, the French, Bretons, Occitan and Picard - from the rest of the population. In the execution of this, first of all, is the seizing of the French population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the French are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own French self-government with French officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\nAdds 4 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_germanic_title;Article 3: German Internment;;;;;;;;;;;;;
intern_germanic_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the people from Germany - that is, the North and South Germans - from the rest of the population. In the execution of this, first of all, is the seizing of the German population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Germans are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own German self-government with German officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\nAdds  points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_hungarian_culture_group_title;Article 3: Hungarian Internment;;;;;;;;;;;;;
intern_hungarian_culture_group_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the Hungarians- from the rest of the population. In the execution of this, first of all, is the seizing of the Hungarian population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Hungarians are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own Hungarian self-government with Hungarian officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\nAdds 2 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_iberian_title;Article 3: Iberian Internment;;;;;;;;;;;;;
intern_iberian_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the peoples from Iberia - that is, the Spanish, Galicians, Basque, Catalans and Portuguese - from the rest of the population. In the execution of this, first of all, is the seizing of the Iberian population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Iberians are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own Iberian self-government with Iberian officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\nAdds 3 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_italian_title;Article 3: Italian Internment;;;;;;;;;;;;;
intern_italian_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the peoples from Italy - that is, the North Italians, South Italians and Maltese - from the rest of the population. In the execution of this, first of all, is the seizing of the Italian population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Italians are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own Italian self-government with Italian officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\nAdds 4 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_indo_iranian_title;Article 3: Indo-Iranian Internment;;;;;;;;;;;;;
intern_indo_iranian_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the Indo-Iranians - that is, the Bengali, Panjabi and Sind - from the rest of the population. In the execution of this, first of all, is the seizing of the Indo-Iranian population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Indo-Iranians are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own Indo-Iranian self-government with Indo-Iranian officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\nAdds 3 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_iranian_turanian_title;Article 3: Iranian-Turanian Internment;;;;;;;;;;;;;
intern_iranian_turanian_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the Iranian-Turanian - that is, the Persians, Uzbeks, Kazakhs, Kirgiz, Tajiks, Uighurs, Pashtuns, Baluchi, Hazaras, Turkmens, Tatars and Gypsies - from the rest of the population. In the execution of this, first of all, is the seizing of the Iranian-Turanian population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Iranian-Turanians are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own Iranian-Turanian self-government with Iranian-Turanian officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\nAdds 3 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_jewish_cultures_title;Article 3: Jewish Internment;;;;;;;;;;;;;
intern_jewish_cultures_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the Jews - that is, the Ashkenazi and the Sephardic - from the rest of the population. In the execution of this, first of all, is the seizing of the Jewish population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Jews are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own Jewish self-government with Jewish officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\nAdds 1 point to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_latin_american_cultures_title;Article 3: Latin American Internment;;;;;;;;;;;;;
intern_latin_american_cultures_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the people from Latin America - that is, the Mexicans, Central Americans, Caribenos, North Andeans, South Andeans, Platineans and Brazilians- from the rest of the population. In the execution of this, first of all, is the seizing of the Latin American population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Latin Americans are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own Latin American self-government with Latin American officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\nAdds 4 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_levantine_title;Article 3: Greco-Caucasian Internment;;;;;;;;;;;;;
