EVTOPTC11001;...socialist-minded nobles.;;;;;;;;;;;;;
EVTNAME169002;Forceful Revocation of Directive No 1;;;;;;;;;;;;;
EVTDESC169002;Sweeping changes took place in $CAPITAL$ that led to the forceful revocation of Directive No 1.;;;;;;;;;;;;;
EVT169002OPTA;New beginnings for the $COUNTRY_ADJ$ people.;;;;;;;;;;;;;
EVTNAME169001;Hundreds of Thousands Killed in $COUNTRY_ADJ$-led Massacre;;;;;;;;;;;;;
EVTDESC169001;During my few days of service in this government I've learned of a few secrets and have come across something interesting. The deportation order was issued through official channels by the minister of the interior and sent to the provinces. Following this order the Central Committee circulated its own ominous order to all parties to allow the gangs to carry out their wretched task. Thus the gangs were in the field, ready for their atrocious slaughter... The 'mission' in the circular was: to attack the convoys and massacre the population... I am ashamed as a $COUNTRY_ADJ$. What a stain on the reputation of $COUNTRY$, these criminal people...\nThe first-hand report of a $COUNTRY_ADJ$ defector made the newspapers headlines of one of the Great Powers. Soon, more evidence started to appear: in $CAPITAL$, senior government officials scramble to contain the damage of the damning report.;;;;;;;;;;;;;
EVT169001OPTA;This does not improve our image.;;;;;;;;;;;;;
EVTNAME169000;Mass Graves Found in $STATENAME$;;;;;;;;;;;;;
EVTDESC169000;Mass graves where found in $PROVINCENAME$, the bloody result of a $COUNTRY_ADJ$ purge against its perceived enemies. Throughout the whole of $STATENAME$, the situation is the same. In $CAPITAL$, $COUNTRY_ADJ$ authorities are denying any knowledge of this while they try to suppress this information leaking outside of $COUNTRY$. They say it would damage the $COUNTRY_ADJ$ reputation and is best to deal with these matters internally. An ongoing government investigation has failed to find any culprits.;;;;;;;;;;;;;
EVT169000OPTA;Who could be responsible for such an abomination?;;;;;;;;;;;;;
constitutional_crisis;Constitutional Crisis;;;;;;;;;;;;;
constitutional_crisis_desc;Constitutional rules were broken, leaving both Houses and the government in a bad position.;;;;;;;;;;;;;
EVTNAME6016818;Constitutional Crisis;;;;;;;;;;;;;
EVTDESC6016818;Countless have quietly, orderly, soberly, peaceably but firmly asked of their rulers to do justice: and their rulers have turned a deaf ear to that protest. Countless asked permission to detail their wrongs, and enforce their claims for RIGHT, and the 'House' has resolved they should not be heard! Countless of the slave-class have holden out the olive branch of peace and sought the principle of EQUALITY BEFORE THE LAW - and the privileged have refused to enter into a treaty! The same class is to be a slave class still. The assumption of inferiority is still to be maintained. The people are not to be free.\nWhen the $COUNTRY_ADJ$ monarch promised the people the right to vote, they were expecting their voices to be heard - instead, the monarch overruled the election results. In $CAPITAL$, a crowd clamours for their rights to be respected. This blatant disregard of the $COUNTRY_ADJ$ constitution is spreading unrest, locking the government and damaging our international reputation.;;;;;;;;;;;;;
EVT6016818OPTA;Ignore the rabble-rousers.;;;;;;;;;;;;;
EVTNAME33045;The $FROMCOUNTRY_ADJ$ Waning Influence;;;;;;;;;;;;;
EVTDESC33045;$FROMCOUNTRY$ is removing their diplomats from $CAPITAL$ and scaling down their diplomatic operations in $COUNTRY$. The reason seems to be the nascent North German Federation and the $FROMCOUNTRY_ADJ$ desire to maintain good relations with them. It seems like the future of Germany lies at the hands of the North German Federation.;;;;;;;;;;;;;
EVT33045OPTA;What does the future hold?;;;;;;;;;;;;;
EVTNAME33044;The Peace of $CAPITAL$;;;;;;;;;;;;;
EVTDESC33044;It seems the creation of a Northern-led German state is inevitable. With the formation of the North German Federation, out position as the main power in Germany is quickly waning. We can accept this change and try to work together with the North German Federation, or we can try and resist this change.;;;;;;;;;;;;;
EVT33044OPTA;It's time we look eastwards and to the Balkans.;;;;;;;;;;;;;
EVT33044OPTB;Never! Germany should be under $COUNTRY_ADJ$ rule.;;;;;;;;;;;;;
EVTNAME85032;Korean Monarchy Flees to Pyongyang;;;;;;;;;;;;;
EVTDESC85032;Our forces raided Seoul but the Joseon monarchs were nowhere to be found. They fled north to Pyongyang and vowed to fight the $COUNTRY_ADJ$ forces to the end.;;;;;;;;;;;;;
EVT85032OPTA;Crush the Joseon!;;;;;;;;;;;;;
EVTNAME96124;Kuwait Becomes a $FROMCOUNTRY_ADJ$ Protectorate;;;;;;;;;;;;;
EVTDESC96124;Though Kuwait enjoyed a de facto independence since its birth early in the 18th century, its chiefs acknowledged at different periods the nominal suzerainty of the Ottomans or the Wahhabi Imams of Riyadh. A few years ago, Mohammed bin Sabah succeeded to the chieftainship of the principality. The new ruler was an incompetent person and consequently affairs of the state gradually drifted into the hands of his shrewd brother-in-law, one Yusuf bin Abdullah Al-Ibrahim, which was bent upon a policy of $COUNTRY_ADJ$izing the principality. In Mohammed's half-brother, Mubarak, the patriotic party in Kuwait found a leader of outstanding ability and far-reaching ambitions and soon enough Mubarak assassinated the ruling chief and seized power for himself. Fearing $COUNTRY_ADJ$ intervention in Kuwait, Mubarak entered talks with the $FROMCOUNTRY_ADJ$ Resident in the Gulf who seized this opportunity and convinced Mubarak to become a $FROMCOUNTRY_ADJ$ protectorate.;;;;;;;;;;;;;
EVT961224PTA;Perfidious $FROMCOUNTRY_ADJ$!;;;;;;;;;;;;;
EVTNAME96123;Establishing a Protectorate Over Kuwait;;;;;;;;;;;;;
EVTDESC96123;Though Kuwait enjoyed a de facto independence since its birth early in the 18th century, its chiefs acknowledged at different periods the nominal suzerainty of the Ottomans or the Wahhabi Imams of Riyadh. A few years ago, Mohammed bin Sabah succeeded to the chieftainship of the principality. The new ruler was an incompetent person and consequently affairs of the state gradually drifted into the hands of his shrewd brother-in-law, one Yusuf bin Abdullah Al-Ibrahim, a Turcophil bent upon a policy of Ottomanizing the principality. In Mohammed's half-brother, Mubarak, the patriotic party in Kuwait found a leader of outstanding ability and far-reaching ambitions and soon enough Mubarak assassinated the ruling chief and seized power for himself. At first, the $COUNTRY_ADJ$ Resident in the Gulf didn't pay much attention to these events but as their neighbours encroached on Kuwait and as Russian influence grows in the Levant and possibly on Istanbul, the Resident started to listen and build $COUNTRY_ADJ$ relations with Mubarak. Finally, the offer came to $CAPITAL$: Mubarak offered to become a $COUNTRY_ADJ$ protectorate in exchange for protection and some autonomy.;;;;;;;;;;;;;
EVT961223PTA;We will offer our generous protection.;;;;;;;;;;;;;
EVT96123OPTB;We don't want to get involved.;;;;;;;;;;;;;
EVTNAME96122;Encroaching Foreign Influence;;;;;;;;;;;;;
EVTDESC96122;The governor of Baghdad pitched his government the idea of closely integrating Kuwait in the central government, which would spell the end of a free Kuwait. While we don't know how their reaction will be, nor if such an integration would be diplomatic or by force, senior figures in $CAPITAL$ proposed that we don't wait any longer and approach the masters of India - their country is much richer than Baghdad and we are sure to prosper under them. If it is to lose our sovereignty, a distant master would allow us more liberty than a close one.;;;;;;;;;;;;;
EVT96122OPTA;Send an envoy to the Great Power.§R(Game Over for player)§W;;;;;;;;;;;;;
EVT96122OPTB;We don't need anyone.;;;;;;;;;;;;;
EVTNAME37244;$FROMCOUNTRY_ADJ$ Ultimatum Over Savoy;;;;;;;;;;;;;
EVTDESC37244;Savoy, Savoie or Savoia is a region that historically straddled the frontiers between France and Italy. Despite being under $COUNTRY_ADJ$ rule for centuries, $FROMCOUNTRY$ claims that tens of thousands of $FROMCOUNTRY_ADJ$ citizens are living in Savoy and have no voice in $CAPITAL$. They argue that the region would have fairer rulers under $FROMCOUNTRY_ADJ$ administration and demand that we hand over control to them.;;;;;;;;;;;;;
EVT37244OPTA;Savoy is an integral part of $COUNTRY$.;;;;;;;;;;;;;
EVT37244OPTB;We don't want to strain our relations with the $FROMCOUNTRY_ADJ$.;;;;;;;;;;;;;
EVT44330OPTD;No, and don't ask me again.;;;;;;;;;;;;;
EVTOPTA30000;An excellent idea! We accept. §R(Pay or owe 10,000¤)§W;;;;;;;;;;;;;
EVTNAME961000;$COUNTRY_ADJ$-$FROMCOUNTRY_ADJ$ Colonial Treaty;;;;;;;;;;;;;
EVTDESC961000;The $FROMCOUNTRY_ADJ$ government lost the war. Their colonial empire crumbled, and our outstanding disputes with them are now solved - in our favour.;;;;;;;;;;;;;
EVTOPTA961000;These are our rightful lands.;;;;;;;;;;;;;
EVTNAME9712004;Joining Forces with $FROMCOUNTRY$;;;;;;;;;;;;;
EVTDESC9712004;$FROMCOUNTRY_ADJ$ envoys arrived today in $CAPITAL$ with an apocalyptic message: They believe the survival of the $FROMCOUNTRY_ADJ$ and $COUNTRY_ADJ$ people and way of life is threatened by foreign powers and the only way to protect it is for us to join forces - therefore they want to renege on their ties to their old masters and join our country.;;;;;;;;;;;;;
EVT9712004OPTA;We welcome them with open arms.;;;;;;;;;;;;;
EVTNAME971203;$FROMCOUNTRY$'s Shifting Allegiance;;;;;;;;;;;;;
EVTDESC971203;$FROMCOUNTRY_ADJ$ envoys arrived today in $CAPITAL$ seeking a protection and friendship deal from the $COUNTRY_ADJ$ government. They are reneging their old allegiances and abandoning their former master to pledge vassalage to the $COUNTRY_ADJ$ $MONARCHTITLE$ - as we are a growing influence and major power in their region of the world, they see no alternative but to come to us to guarantee their continued survival.;;;;;;;;;;;;;
EVT971203OPTA;We accept their pledge.;;;;;;;;;;;;;
EVT971203OPTB;Can we really trust someone who betrays their masters so easily?;;;;;;;;;;;;;
EVTNAME971202;$FROMCOUNTRY$'s Betrayal;;;;;;;;;;;;;
EVTDESC971202;A $FROMCOUNTRY_ADJ$ envoy arrived today in $CAPITAL$ announcing they renounce their allegiance: they won't be our vassals anymore. This bloodless rebellion is happening due to our waning influence in $FROMCOUNTRY$ and the presence, in their vicinity, of a new Great Power that shook the $FROMCOUNTRY_ADJ$ political establishment. Undoubtedly, they pressured our former vassals into this.;;;;;;;;;;;;;
EVT971202OPTA;Damn them!;;;;;;;;;;;;;
EVTNAME971201;A Shift in the Balance of $COUNTRY_ADJ$ Politics;;;;;;;;;;;;;
EVTDESC971201;For years our overlords held the true power behind the $COUNTRY_ADJ$ $MONARCHTITLE$. They protected us, and we paid them with our respect and the fruits of our toil. But that is soon to change as a momentous shift happened in $YEAR$ that shocked our old allegiances. Our former overlords lost all their influence in $CAPITAL$ and a new power creeped in, little by little, until it overwhelmed our former protectors. Now they are nowhere to be seen and the newcomers are upping the pressure for us to take a stance in the future of the region: should we to shift our allegiance, go alone or something else?;;;;;;;;;;;;;
EVT971201OPTA;We should look for new overlords.;;;;;;;;;;;;;
EVT971201OPTB;This is the opportunity we needed to free ourselves from our shackles.;;;;;;;;;;;;;
EVT971201OPTC;We should join forces with our brethren. §R(Game Over for player)§W;;;;;;;;;;;;;
EVT971201OPTD;We have faith in our protectors.;;;;;;;;;;;;;
EVTNAME22592;Forts Close in $STATENAME$;;;;;;;;;;;;;
EVTDESC22592;If one in $YEAR$ were to look at the state of the $COUNTRY_ADJ$ line of defences in $PROVINCENAME$, what they would see is a multitude of abandoned bases and unmanned fortifications occupied only by squatters. A fortification is something tricky to maintain - not only it needs regular assessment of the integrity of walls and gates, but also a constant supply of new armaments, supplies and tools for repair. If one of these ingredients are missing, the structures become useless and the military corps are powerless to stop decay from setting in. After several years of hardship, what is seen in $STATENAME$ is this picture, a consequence of the disastrous bankruptcy that is crushing $COUNTRY$.;;;;;;;;;;;;;
EVTNAME22591;Overgrown Railways in $STATENAME$;;;;;;;;;;;;;
EVTDESC22591;What once was one of the arteries of $COUNTRY_ADJ$ industry, the railway in $PROVINCENAME$ fell into such disrepair that it's path is barely visible and its tracks are unusable. Economic recession has hit $STATENAME$ harshly for the last years and without money from $CAPITAL$ being invested, most of the railways in $STATENAME$ are in such a state that they will need to be rebuilt to become train-worthy again.;;;;;;;;;;;;;
EVTOPTC4431;Leave them be. The capitalists will starve and the landowners will have no privileges.;;;;;;;;;;;;;
EVTNAME6016817;$COUNTRY_ADJ$ Imperialism in $FROMCOUNTRY$;;;;;;;;;;;;;
EVTDESC6016817;We have a colonial claim in the $FROMCOUNTRY$ region, that is, in all states in that region. It is, most likely, an excuse: some old ruler passed away, stopping infighting and killing, unpaid debts, harassment of $COUNTRY_ADJ$ citizens and merchants. No matter the reason, what matters is that we have a new reason to expand $COUNTRY_ADJ$ influence in $FROMCOUNTRY$'s region and bring it in the fold.\n\n§RThis event is to warn that the Imperialism CB is available for you in one or more of the following country regions: Mozambique, Algiers, Yemen, Indonesia, Laos, Cambodia, Burma, Vietnam or Malaysia. The CB doesn't need to be constructed, gives 0.5 to 2 infamy and has a random truce from 1 to 5 years. This event will not appear again. The region is one you have a stake in - you already own a province or own a nearby province.;;;;;;;;;;;;;
EVT6016817OPTA;March to $FROMCOUNTRY$!;;;;;;;;;;;;;
EVTNAME22590;$PROVINCENAME$ Old Naval Base;;;;;;;;;;;;;
EVTDESC22590;A half abandoned leviathan stuck in the coast. That is how locals in $PROVINCENAME$ describe the decrepit facilities of the old naval base that used to be a local asset strategically important for the $COUNTRY_ADJ$ government. In truth, the naval base has been in decline for a long while and the government defaulting is just the rock bottom. Hit with a severe economic recession in $YEAR$, $COUNTRY_ADJ$ politicians in $CAPITAL$ have no money to spend on repairing and maintaining non-essential staff and facilities.;;;;;;;;;;;;;
EVT22590OPTA;The $COUNTRY_ADJ$ will rise again.;;;;;;;;;;;;;
EVTNAME952516;ÁÖ±¤ÎÊÌâ;;;;;;;;;;;;;
EVTDESC952516;ÁÖ±¤ÎÊÌâÔÚÎÒÃÇµÄÅ¬Á¦ÏÂµÃÒÔ½â¾ö£¬¹«¹úÏÖÔÚÊÇÎÒÃÇ²»¿É·Ö¸îµÄÒ»²¿·ÖÁË¡£;;;;;;;;;;;;;
EVT952516OPTA;$COUNTRY$ÍòËê£¡;;;;;;;;;;;;;
EVTOPTA14540;The idea is certainly interesting, but it might be expensive. §R(Pay or owe 50,000¤)§W;;;;;;;;;;;;;
EVTNAME2571;$FROMCOUNTRY_ADJ$ Living Space;;;;;;;;;;;;;
EVTDESC2571;In line with their ideology, the $FROMCOUNTRY_ADJ$ government is making overt aggressive gestures and statements over our lands in a bid to tout their ideology to the $FROMCOUNTRY_ADJ$ people. They claim $COUNTRY_ADJ$ territories are part of their "living space", raising tensions in the region and worrying senior figures in $CAPITAL$ that a war with $FROMCOUNTRY$ is looming. They may be bluffing, but that is not a sure thing until war breaks out.;;;;;;;;;;;;;
EVTOPTA2571;Worrying news.;;;;;;;;;;;;;
EVTOPTB2570;They are not worth our time.;;;;;;;;;;;;;
EVTNAME70006;$COUNTRY_ADJ$ Non-organized Territories;;;;;;;;;;;;;
