PROV117;克拉克堡;;;;;;;;;;;;;
PROV118;詹姆斯堡;;;;;;;;;;;;;
PROV119;联盟堡;;;;;;;;;;;;;
PROV122;皮埃尔堡;;;;;;;;;;;;;
PROV121;雪松堡;;;;;;;;;;;;;
PROV120;基奥瓦堡;;;;;;;;;;;;;
PROV114;欧文堡;;;;;;;;;;;;;
PROV115;本顿堡;;;;;;;;;;;;;
PROV116;范布伦堡;;;;;;;;;;;;;
PROV131;沃希托堡;;;;;;;;;;;;;
PROV130;吉布森堡;;;;;;;;;;;;;
PROV111;博纳维尔堡;;;;;;;;;;;;;
PROV112;拉勒米堡;;;;;;;;;;;;;
PROV106;本特堡;;;;;;;;;;;;;
PROV2702;阿迪-库都克;;;;;;;;;;;;;
PROV1210;昆都士;;;;;;;;;;;;;
PROV1196;乌尔根奇;;;;;;;;;;;;;
PROV686;梅尔夫;;;;;;;;;;;;;
BUR_1334;曼德勒;;;;;;;;;;;;;
PROV2623;中途岛与威克岛;;;;;;;;;;;;;
PROV2524;汉密尔顿;;;;;;;;;;;;;
PROV579;新维德;;;;;;;;;;;;;
PROV574;科布伦茨;;;;;;;;;;;;;
PROV547;格赖夫斯瓦尔德;;;;;;;;;;;;;
PROV57;拜顿;;;;;;;;;;;;;
PROV2036;三兰港;;;;;;;;;;;;;
PROV2681;台北;;;;;;;;;;;;;
PROV1485;台南;;;;;;;;;;;;;
PROV2562;台东;;;;;;;;;;;;;
PROV1743;诺德霍恩;;;;;;;;;;;;;
PROV1738;杰格布卜;;;;;;;;;;;;;
PROV2585;焦夫;;;;;;;;;;;;;
PROV1742;瓦斯;;;;;;;;;;;;;
PROV1744;塞卜哈;;;;;;;;;;;;;
PROV2016;姆皮卡 ;;;;;;;;;;;;;
PROV2017;卡曾贝;;;;;;;;;;;;;
PROV3104;马拉维湖;;;;;;;;;;;;;
PROV702;利沃夫;;;;;;;;;;;;;
PROV952;捷尔诺波尔;;;;;;;;;;;;;
PROV2605;隆加尼亚;;;;;;;;;;;;;
PROV2601;麦凯湖;;;;;;;;;;;;;
PROV2495;提雷里沙漠;;;;;;;;;;;;;
PROV1990;金杜;;;;;;;;;;;;;
PROV1991;卢索其;;;;;;;;;;;;;
PROV2471;巴瑟斯特;;;;;;;;;;;;;
PROV2496;纳拉伯平原;;;;;;;;;;;;;
PROV2603;察纳米;;;;;;;;;;;;;
PROV2507;艾丽斯斯普林斯;;;;;;;;;;;;;
PROV2505;埃辛顿港;;;;;;;;;;;;;
RUS_973;赫尔松-扎波里日亚;;;;;;;;;;;;;
RUS_955;波多里亚;;;;;;;;;;;;;
PROV3107;贝加尔湖;;;;;;;;;;;;;
PROV2589;对马岛;;;;;;;;;;;;;
PROV1724;奥克尼与设德兰;;;;;;;;;;;;;
PROV1858;阿萨伊塔;;;;;;;;;;;;;
australia_new_zealand;大洋洲;;;;;;;;;;;;;
polynesia;波利尼西亚;;;;;;;;;;;;;
desert;沙漠;;;;;;;;;;;;;
semidesert;半荒漠;;;;;;;;;;;;;
small_island;岛屿;;;;;;;;;;;;;
coral_island;环礁;;;;;;;;;;;;;
forest;森林;;;;;;;;;;;;;
boreal;针叶林;;;;;;;;;;;;;
arctic;冻土;;;;;;;;;;;;;
plains;草原;;;;;;;;;;;;;
hills;草原丘陵;;;;;;;;;;;;;
dryhills;干燥草原丘陵;;;;;;;;;;;;;
mountain;高山草原;;;;;;;;;;;;;
montane_tundra;高山冻土;;;;;;;;;;;;;
montane_forest;高山森林;;;;;;;;;;;;;
savanna;热带草原;;;;;;;;;;;;;
PROV1377;岘港;;;;;;;;;;;;;
PROV1720;贝沙尔;;;;;;;;;;;;;
PROV1714;圣罗莎;;;;;;;;;;;;;
PROV2631;尤纳拉克利特;;;;;;;;;;;;;
PROV1780;德巴尔;;;;;;;;;;;;;
PROV2371;乌奎亚;;;;;;;;;;;;;
PROV2953;纽约湾;;;;;;;;;;;;;
PROV2954;切萨皮克湾;;;;;;;;;;;;;
PROV1930;伊达;;;;;;;;;;;;;
PROV1937;武卡里;;;;;;;;;;;;;
PROV1936;恩苏卡;;;;;;;;;;;;;
PROV2697;精奇里;;;;;;;;;;;;;
PROV1081;雅克萨;;;;;;;;;;;;;
RUS_1072;海兰泡;;;;;;;;;;;;;
PROV1085;海兰泡;;;;;;;;;;;;;
PROV1600;乌鲁木齐;;;;;;;;;;;;;
PROV2839;多来加湾;;;;;;;;;;;;;
PROV2831;宗谷海峡;;;;;;;;;;;;;
PROV2830;东海;;;;;;;;;;;;;
PROV1557;西宁;;;;;;;;;;;;;
PROV2329;阿劳卡尼亚;;;;;;;;;;;;;
PROV2326;阿空加瓜山;;;;;;;;;;;;;
PROV2244;圣诞岛及科科斯群岛;;;;;;;;;;;;;
PROV2406;澎湖;;;;;;;;;;;;;
PROV2113;姆贡贡德洛乌;;;;;;;;;;;;;
PROV2110;萨能;;;;;;;;;;;;;
PROV2058;莫优;;;;;;;;;;;;;
PROV2050;满加卡齐;;;;;;;;;;;;;
POR_2049;加沙;;;;;;;;;;;;;
PROV2049;科马提;;;;;;;;;;;;;
POR_2060;莫桑比克;;;;;;;;;;;;;
PROV2088;奥基基普;;;;;;;;;;;;;
PROV2558;德阿尔;;;;;;;;;;;;;
PROV2093;汉塔姆;;;;;;;;;;;;;
PROV2084;诺玛贝布;;;;;;;;;;;;;
PROV2081;舒克曼斯堡;;;;;;;;;;;;;
PROV2082;埃帕科;;;;;;;;;;;;;
PROV2080;奥西万达;;;;;;;;;;;;;
PROV1788;卡奥内;;;;;;;;;;;;;
PROV1540;南通;;;;;;;;;;;;;
PROV2526;巴尔米拉及莱恩群岛;;;;;;;;;;;;;
TIB_1591;喜马拉雅;;;;;;;;;;;;;
PROV2482;范迪门斯地;;;;;;;;;;;;;
PROV2382;拉沃拉耶 ;;;;;;;;;;;;;
PROV2640;瓜德尔;;;;;;;;;;;;;
PROV1071;格什姆;;;;;;;;;;;;;
PROV2786;阿曼湾;;;;;;;;;;;;;
PROV2787;霍尔木兹海峡;;;;;;;;;;;;;
PROV2664;海塞卜;;;;;;;;;;;;;
PROV45;马里戈;;;;;;;;;;;;;
PROV2236;菲利普斯堡;;;;;;;;;;;;;
PEU_2297;库斯科;;;;;;;;;;;;;
PROV2667;巴塔加;;;;;;;;;;;;;
PROV110;罗克斯普林;;;;;;;;;;;;;
PROV1387;巴生岛;;;;;;;;;;;;;
PROV1385;丹绒普特里;;;;;;;;;;;;;
PROV88;莫哈韦;;;;;;;;;;;;;
CAN_18;新喀里多尼亚;;;;;;;;;;;;;
ALD_1714;绍乌拉;;;;;;;;;;;;;
PROV2590;休达;;;;;;;;;;;;;
PROV3236;图尔卡纳湖;;;;;;;;;;;;;
PROV641;佩思特;;;;;;;;;;;;;
PROV2637;维恩;;;;;;;;;;;;;
PROV2632;广州湾;;;;;;;;;;;;;
PROV1495;茂名;;;;;;;;;;;;;
PROV1644;雌阿寒岳;;;;;;;;;;;;;
PROV1443;罗特;;;;;;;;;;;;;
PROV2224;安提瓜和巴布达群岛;;;;;;;;;;;;;
PROV2220;特克斯和凯科斯群岛;;;;;;;;;;;;;
CHI_1082;外满洲;;;;;;;;;;;;;
PROV2591;特兰奎巴;;;;;;;;;;;;;
SWI_603;瑞士;;;;;;;;;;;;;
PROV2625;西北河城;;;;;;;;;;;;;
PROV2580;新拉多加;;;;;;;;;;;;;
PROV995;彼得罗扎沃茨克;;;;;;;;;;;;;
PROV965;赫尔松;;;;;;;;;;;;;
PROV1048;叶卡捷琳诺达尔;;;;;;;;;;;;;
PROV1045;米古林斯卡亚;;;;;;;;;;;;;
PROV950;翁格瓦尔;;;;;;;;;;;;;
RUS_1185;七河;;;;;;;;;;;;;
PROV1201;苦盏;;;;;;;;;;;;;
PROV1206;阿穆尔;;;;;;;;;;;;;
RUS_2618;马加丹;;;;;;;;;;;;;
RUS_2621;科雷马河;;;;;;;;;;;;;
RUS_2590;楚科奇;;;;;;;;;;;;;
RUS_1070;叶尼塞斯克;;;;;;;;;;;;;
RUS_2694;鄂温基斯科耶;;;;;;;;;;;;;
RUS_2615;北叶尼塞斯克;;;;;;;;;;;;;
RUS_1065;亚马尔;;;;;;;;;;;;;
RUS_2653;汉特-曼西;;;;;;;;;;;;;
PROV2634;白令戈夫斯基;;;;;;;;;;;;;
PROV2661;贝莱比诺;;;;;;;;;;;;;
PROV2660;谢伊姆昌;;;;;;;;;;;;;
PROV2620;苏苏曼;;;;;;;;;;;;;
PROV2639;阿尔曼;;;;;;;;;;;;;
PROV2665;乔库尔达赫;;;;;;;;;;;;;
PROV2647;利法;;;;;;;;;;;;;
PROV1080;丘米坎;;;;;;;;;;;;;
PROV2671;巴尔古津河;;;;;;;;;;;;;
PROV2670;上乌金斯克;;;;;;;;;;;;;
PROV2662;阿尼玛斯;;;;;;;;;;;;;
PROV1073;吉日加;;;;;;;;;;;;;
PROV1076;下乌金斯克;;;;;;;;;;;;;
PROV2645;博代博;;;;;;;;;;;;;
PROV2693;埃瑟伊;;;;;;;;;;;;;
PROV2677;伊利姆斯克;;;;;;;;;;;;;
PROV2675;叶尔博加琼;;;;;;;;;;;;;
PROV2701;坎斯克;;;;;;;;;;;;;
PROV1070;叶尼塞斯克;;;;;;;;;;;;;
PROV2656;拜基特 ;;;;;;;;;;;;;
PROV2651;米尔内;;;;;;;;;;;;;
PROV2674;阿巴坎;;;;;;;;;;;;;
PROV2682;萨列哈尔德;;;;;;;;;;;;;
PROV2646;苏尔古特;;;;;;;;;;;;;
PROV2690;尤甘斯克;;;;;;;;;;;;;
PROV2685;维尔霍图里耶;;;;;;;;;;;;;
PROV2614;沙德林斯克;;;;;;;;;;;;;
PROV2658;库尔干;;;;;;;;;;;;;
PROV2683;纳雷姆;;;;;;;;;;;;;
PROV2613;纳德姆;;;;;;;;;;;;;
PROV2659;哈尔莫-赛德;;;;;;;;;;;;;
PROV2698;库兹涅茨克;;;;;;;;;;;;;
PROV2691;米努斯克;;;;;;;;;;;;;
PROV2657;杜金卡;;;;;;;;;;;;;
PROV2680;沃洛昌卡;;;;;;;;;;;;;
PROV1065;尼亚甘;;;;;;;;;;;;;
PROV2686;卡因斯克;;;;;;;;;;;;;
PROV1696;朱比角;;;;;;;;;;;;;
ENG_1251;西孟加拉;;;;;;;;;;;;;
ENG_1252;东孟加拉;;;;;;;;;;;;;
PROV1290;欧迈尔果德;;;;;;;;;;;;;
KOK_1190;阿雷;;;;;;;;;;;;;
PROV892;贝伊;;;;;;;;;;;;;
PROV924;赖万杜兹;;;;;;;;;;;;;
PROV925;苏莱曼尼亚;;;;;;;;;;;;;
PROV1110;乌尔米耶;;;;;;;;;;;;;
PROV2414;耶齐拉;;;;;;;;;;;;;
PROV914;特拉布洛斯;;;;;;;;;;;;;
PROV1469;乌梁海;;;;;;;;;;;;;
PROV1181;阿克莫林斯克;;;;;;;;;;;;;
PROV1205;克孜勒苏河;;;;;;;;;;;;;
PROV1204;阿什哈巴德;;;;;;;;;;;;;
PROV1194;新彼得罗夫斯科耶;;;;;;;;;;;;;
PROV1197;奇姆肯特;;;;;;;;;;;;;
PROV1185;突厥斯坦;;;;;;;;;;;;;
PROV3106;巴尔喀什湖;;;;;;;;;;;;;
PROV1186;七河;;;;;;;;;;;;;
PROV1193;克孜勒奥尔达;;;;;;;;;;;;;
PROV2606;巴尔喀什;;;;;;;;;;;;;
ARG_2384;科尔多瓦;;;;;;;;;;;;;
ARG_2393;拉潘帕;;;;;;;;;;;;;
PROV1391;柯达库班拉布;;;;;;;;;;;;;
PROV1382;翰弗-恩;;;;;;;;;;;;;
RUS_1048;切尔克西;;;;;;;;;;;;;
PROV1049;乌比亚;;;;;;;;;;;;;
PROV900;安塔基亚;;;;;;;;;;;;;
PROV689;切申;;;;;;;;;;;;;
PROV1773;萨圭亚埃尔哈姆拉;;;;;;;;;;;;;
PROV1178;萨那;;;;;;;;;;;;;
PROV969;奥利维奥波尔;;;;;;;;;;;;;
PROV972;叶卡捷琳诺斯拉夫;;;;;;;;;;;;;
PROV974;巴赫穆特;;;;;;;;;;;;;
PROV1041;埃利斯塔;;;;;;;;;;;;;
PROV745;里窝那;;;;;;;;;;;;;
PROV2436;巴伊亚萨尔瓦多;;;;;;;;;;;;;
BRZ_2408;格劳帕拉;;;;;;;;;;;;;
BRZ_2428;东北地区;;;;;;;;;;;;;
PROV2423;帕尔马村;;;;;;;;;;;;;
PROV2426;波蒂村;;;;;;;;;;;;;
NEJ_1156;哈伊勒;;;;;;;;;;;;;
PROV396;欧本-马尔梅迪;;;;;;;;;;;;;
PROV1445;古邦;;;;;;;;;;;;;
PROV1448;蒂多雷;;;;;;;;;;;;;
KOR_1624;汉城;;;;;;;;;;;;;
PROV3101;乍得湖;;;;;;;;;;;;;
PROV3102;乌凯雷丰;;;;;;;;;;;;;
PROV1845;加扎勒河;;;;;;;;;;;;;
PROV2070;乌姆塔利;;;;;;;;;;;;;
PROV2581;希科诺诺;;;;;;;;;;;;;
PROV2516;瓦卡土;;;;;;;;;;;;;
PROV2515;奥塔乌塔希;;;;;;;;;;;;;
PROV2513;奥特波蒂;;;;;;;;;;;;;
PROV2512;特-乌波科-奥-特-伊卡;;;;;;;;;;;;;
PROV2511;阿胡里里;;;;;;;;;;;;;
PROV2510;恩加莫土;;;;;;;;;;;;;
PROV1624;汉城;;;;;;;;;;;;;
PROV2086;艾克萨-艾贝思;;;;;;;;;;;;;
PROV2079;奥乔宗迪;;;;;;;;;;;;;
PROV2078;奥乔茅斯;;;;;;;;;;;;;
PROV1481;旅顺;;;;;;;;;;;;;
PROV2083;埃佐罗贡多;;;;;;;;;;;;;
PROV1028;维亚特卡;;;;;;;;;;;;;
PROV1019;沃罗涅日;;;;;;;;;;;;;
PROV3246;圣巴泰勒米;;;;;;;;;;;;;
PROV82;格兰德朗德;;;;;;;;;;;;;
PROV81;俄勒冈城;;;;;;;;;;;;;
PROV83;乌姆夸夸堡;;;;;;;;;;;;;
PROV78;尼斯夸里堡;;;;;;;;;;;;;
PROV2101;塔巴恩丘;;;;;;;;;;;;;
PROV2102;库瓦;;;;;;;;;;;;;
PROV2103;莱菲;;;;;;;;;;;;;
PROV2094;格里夸兰;;;;;;;;;;;;;
TRN_2108;黑噶里布;;;;;;;;;;;;;
PROV2107;马夸西;;;;;;;;;;;;;
PROV2106;萨恩;;;;;;;;;;;;;
PROV2105;轧-兰库瓦;;;;;;;;;;;;;
PROV2109;轧-里巴;;;;;;;;;;;;;
PROV2112;恩纳米丝;;;;;;;;;;;;;
ORA_2103;巴斯托兰;;;;;;;;;;;;;
ZUL_2113;祖鲁兰;;;;;;;;;;;;;
PROV1152;吉达;;;;;;;;;;;;;
CAN_13;哥伦比亚;;;;;;;;;;;;;
PROV13;新威斯敏斯特;;;;;;;;;;;;;
PROV17;斯蒂金;;;;;;;;;;;;;
CAN_19;新喀里多尼亚;;;;;;;;;;;;;
PROV20;奥卡那根;;;;;;;;;;;;;
PROV21;科特奈;;;;;;;;;;;;;
PROV44;浅水湾;;;;;;;;;;;;;
CAN_46;上加拿大;;;;;;;;;;;;;
CAN_50;北安大略;;;;;;;;;;;;;
CAN_58;下加拿大;;;;;;;;;;;;;
CAN_60;北魁北克;;;;;;;;;;;;;
ENG_68;滨海;;;;;;;;;;;;;
MEX_94;内华达;;;;;;;;;;;;;
MEX_97;犹他;;;;;;;;;;;;;
USA_201;佐治亚;;;;;;;;;;;;;
USA_205;南卡罗莱纳;;;;;;;;;;;;;
ENG_258;康诺特;;;;;;;;;;;;;
ENG_263;伦斯特;;;;;;;;;;;;;
SWE_322;斯德哥尔摩;;;;;;;;;;;;;
SWE_329;哥德堡;;;;;;;;;;;;;
SWE_334;马尔默;;;;;;;;;;;;;
RUS_343;赫尔辛基;;;;;;;;;;;;;
RUS_345;图尔库;;;;;;;;;;;;;
RUS_360;立陶宛;;;;;;;;;;;;;
HOL_369;荷尔施泰因;;;;;;;;;;;;;
SCH_370;石勒苏益格;;;;;;;;;;;;;
NET_379;泽兰;;;;;;;;;;;;;
PROV381;林堡;;;;;;;;;;;;;
BEL_387;佛兰德斯;;;;;;;;;;;;;
BEL_394;瓦隆;;;;;;;;;;;;;
HAN_528;下易北;;;;;;;;;;;;;
HAN_534;汉诺威;;;;;;;;;;;;;
HAN_540;东弗里斯兰;;;;;;;;;;;;;
PRU_544;梅克伦堡;;;;;;;;;;;;;
PRU_546;波美拉尼亚;;;;;;;;;;;;;
PRU_553;安哈尔特;;;;;;;;;;;;;
PRU_554;图灵根;;;;;;;;;;;;;
SAX_558;萨克森;;;;;;;;;;;;;
PRU_570;普法尔茨;;;;;;;;;;;;;
PRU_575;莱茵兰;;;;;;;;;;;;;
PRU_578;东莱茵兰;;;;;;;;;;;;;
BAV_595;弗兰肯;;;;;;;;;;;;;
BAV_599;拜恩;;;;;;;;;;;;;
SPA_610;卡罗林群岛;;;;;;;;;;;;;
AUS_652;巴纳特;;;;;;;;;;;;;
AUS_654;西特兰西瓦尼亚;;;;;;;;;;;;;
AUS_657;东特兰西瓦尼亚;;;;;;;;;;;;;
MOL_676;比萨拉比亚;;;;;;;;;;;;;
PRU_682;西里西亚;;;;;;;;;;;;;
AUS_702;加利西亚-洛多梅里亚;;;;;;;;;;;;;
PROV704;新松奇;;;;;;;;;;;;;
RUS_706;马佐维亚;;;;;;;;;;;;;
PROV711;谢德尔采;;;;;;;;;;;;;
RUS_715;西加利西亚;;;;;;;;;;;;;
PROV719;比亚韦斯托克;;;;;;;;;;;;;
PROV748;格罗塞托;;;;;;;;;;;;;
SAR_765;撒丁及科西嘉;;;;;;;;;;;;;
FRA_801;塔西提;;;;;;;;;;;;;
TUR_805;南马其顿;;;;;;;;;;;;;
TUR_806;北马其顿;;;;;;;;;;;;;
TUR_809;东鲁米利亚;;;;;;;;;;;;;
TUR_823;东马其顿;;;;;;;;;;;;;
PROV829;赞西;;;;;;;;;;;;;
TUR_876;安卡拉;;;;;;;;;;;;;
TUR_880;卡斯塔莫努;;;;;;;;;;;;;
TUR_882;特拉比松;;;;;;;;;;;;;
TUR_890;凡城;;;;;;;;;;;;;
TUR_893;迪亚巴克尔;;;;;;;;;;;;;
TUR_894;阿达纳;;;;;;;;;;;;;
RUS_940;平斯克;;;;;;;;;;;;;
RUS_968;德涅斯特河沿岸;;;;;;;;;;;;;
RUS_978;哈尔科夫;;;;;;;;;;;;;
RUS_979;顿巴斯;;;;;;;;;;;;;
PROV1082;海参崴;;;;;;;;;;;;;
JAP_1086;萨哈林;;;;;;;;;;;;;
PROV1087;大泊;;;;;;;;;;;;;
JAP_1088;虾夷;;;;;;;;;;;;;
AST_1097;新喀里多尼亚;;;;;;;;;;;;;
PER_1116;马赞达兰;;;;;;;;;;;;;
PER_1128;洛雷斯坦;;;;;;;;;;;;;
PER_1132;胡齐斯坦;;;;;;;;;;;;;
PER_1136;法尔斯;;;;;;;;;;;;;
PER_1140;克尔曼;;;;;;;;;;;;;
YEM_1178;萨那;;;;;;;;;;;;;
AFG_1209;普什图尼斯坦;;;;;;;;;;;;;
KOK_1210;巴达赫尚;;;;;;;;;;;;;
AFG_1214;坎大哈;;;;;;;;;;;;;
PAN_1233;阿姆利则;;;;;;;;;;;;;
ENG_1243;本德尔肯德;;;;;;;;;;;;;
ENG_1244;阿瓦德;;;;;;;;;;;;;
NEP_1326;西喜马拉雅;;;;;;;;;;;;;
SIA_1352;北大年;;;;;;;;;;;;;
SIA_1355;掸邦;;;;;;;;;;;;;
LUA_1356;老挝;;;;;;;;;;;;;
SIA_1358;依善;;;;;;;;;;;;;
PROV1360;沙耶武里;;;;;;;;;;;;;
DAI_1369;东京;;;;;;;;;;;;;
DAI_1375;安南;;;;;;;;;;;;;
DAI_1380;交趾支那;;;;;;;;;;;;;
ENG_1384;南马来亚;;;;;;;;;;;;;
ENG_1391;北马来亚;;;;;;;;;;;;;
SIA_1392;阿育陀耶;;;;;;;;;;;;;
BRU_1394;西加里曼丹;;;;;;;;;;;;;
BRU_1396;北婆罗洲;;;;;;;;;;;;;
NET_1401;西亚克;;;;;;;;;;;;;
YEM_1412;亚丁;;;;;;;;;;;;;
NET_1413;西爪哇;;;;;;;;;;;;;
NET_1418;东爪哇;;;;;;;;;;;;;
NET_1423;东婆罗洲;;;;;;;;;;;;;
NET_1426;南婆罗洲;;;;;;;;;;;;;
NET_1446;帝汶;;;;;;;;;;;;;
NET_1447;摩鹿加群岛;;;;;;;;;;;;;
NET_1449;苏拉威西;;;;;;;;;;;;;
CHI_1465;蒙古东部;;;;;;;;;;;;;
CHI_1468;蒙古西部;;;;;;;;;;;;;
CHI_1470;安徽南部;;;;;;;;;;;;;
CHI_1477;安徽北部;;;;;;;;;;;;;
