Key;English;;;;;;;;;;;;;
EVT110085OPTC;他是我们的朋友和顾问。;;;;;;;;;;;;;
EVTNAME110086;埃米尔·卡比尔被刺杀！;;;;;;;;;;;;;
EVTDESC110086;$YEAR$年，埃米尔·卡比尔·米尔扎·塔基·汗·法拉哈尼在前往卡尚时被谋杀，这显然是政治举动。有些人怀疑不满的贵族，包括王太后。其他人则指责外国势力。许多人认为，在他身边，由于精英而不是裙带关系而独立的伊朗前景已经消失。;;;;;;;;;;;;;
EVT110086OPTA;我们为他的死哀悼。;;;;;;;;;;;;;
EVT110086OPTB;我们将找到犯人！;;;;;;;;;;;;;
EVTNAME110087;天鹅王;;;;;;;;;;;;;
EVTDESC110087;路德维希王储刚刚满18岁，他的父亲在陷入三天疾病后去世，他登上了巴伐利亚王位。虽然他没有为高级职位做好准备，但他的年轻和沉思的美貌使他在巴伐利亚和其他地方受欢迎。他没有忍受现代宪法的挫败感和顽强的议会制度，而是在浪漫主义文学和歌剧中度过了他的岁月，最值得注意的是在他的宫廷中召唤瓦格纳或资助建造新天鹅堡。;;;;;;;;;;;;;
EVT110087OPTA;愿他统治长久！;;;;;;;;;;;;;
EVTNAME110088;兰德尔·德·莫拉;;;;;;;;;;;;;
EVTDESC110088;罗伯托·兰德尔·莫拉神父于1886年在罗马被任命为神职人员，在那里他还研究了物理科学。作为一名著名的本地发明家，他在圣保罗周围将一个人声播放到八公里外。随后，他获得了无线电话和无线电报的多项巴西和美国专利。他后来向巴西政府请求协助发展他的发明的请求被否定了，他的努力变得越来越弱。;;;;;;;;;;;;;
EVT110088OPTA;支持他的努力！;;;;;;;;;;;;;
EVT110088OPTB;给他一个官方的承认。;;;;;;;;;;;;;
EVT110088OPTC;我确定，这很有意思...;;;;;;;;;;;;;
EVTNAME110089;南蒂罗尔妥协;;;;;;;;;;;;;
EVTDESC110089;自从我们建立了对南蒂罗尔地区的控制之后，就一直存在不满情绪。 民族主义困扰着这一地区，暴乱变得越来越频繁。 本着绥靖的精神，一些顾问认为分享一部分土地是明智的......只要付出一些代价。 我们会同意撤销对他们土地的宣称，他们也是如此。德意志人统治北部，意大利人统治南部。 让我们希望这能解决我们各国之间的紧张关系。;;;;;;;;;;;;;
EVT110089OPTA;这些土地理应属于他们。;;;;;;;;;;;;;
EVT110089OPTB;这些土地理应属于我们。;;;;;;;;;;;;;
EVT110089OPTC;A population and province exchange is needed to settle this once and for all.;;;;;;;;;;;;;
EVTNAME110090;特伦蒂诺妥协;;;;;;;;;;;;;
EVTDESC110090;自从我们建立了对特伦蒂诺地区的控制之后，就一直存在不满情绪。 民族主义困扰着这一地区，暴乱变得越来越频繁。 本着绥靖的精神，一些顾问认为分享一部分土地是明智的......只要付出一些代价。 我们会同意撤销对他们土地的宣称，他们也是如此。德意志人统治北部，意大利人统治南部。 让我们希望这能解决我们各国之间的紧张关系。;;;;;;;;;;;;;
EVT110090OPTA;这些土地理应属于他们。;;;;;;;;;;;;;
EVTNAME110091;阿拉达德事件;;;;;;;;;;;;;
EVTDESC110091;$YEAR$年，马什哈德的犹太人遭到暴力骚乱和强迫皈依。 目前还不清楚是什么开始的：有些人指责一名犹太医生在伊斯兰教历一月冒犯了神职人员，其他人则认为这是由于社区与当地赛义德之间的财务冲突。这个城市的统治者命令他的士兵进入犹太人的家园，暴徒袭击了犹太人社区，烧毁了犹太教堂，而外国势力对他们的兄弟被对待的方式感到愤怒。我们应该做什么？;;;;;;;;;;;;;
EVT110091OPTA;这是安拉的意志。;;;;;;;;;;;;;
EVT110091OPTB;他们也是我们的臣民。;;;;;;;;;;;;;
EVTNAME110092;种族暴乱;;;;;;;;;;;;;
EVTDESC110092;$PROVINCE$的情况最近有所恶化：由于贫困，失业和战后的紧张局势，针对一些少数民族发生了骚乱。一群愤怒的抗议者进行了抢劫，私刑和掠夺。这将是我们历史上的一个黑色标志......;;;;;;;;;;;;;
FRA_404;阿图瓦;;;;;;;;;;;;;
amir_kabir;埃米尔·卡比尔;;;;;;;;;;;;;
desc_amir_kabir;埃米尔·卡比尔·米尔扎·塔基·汗·法拉哈尼正在监督我国的伟大改革工作，这令一些人愤怒。;;;;;;;;;;;;;
racial_tensions;种族紧张;;;;;;;;;;;;;
desc_racial_tensions;在针对少数民族的种族骚乱之后，当地社区的紧张和仇恨程度很高。;;;;;;;;;;;;;
EVTOPTB110083;国王的位置在他的国家。;;;;;;;;;;;;;
EVTOPTA110083;我们能学到很多。;;;;;;;;;;;;;
EVTOPTA110092;一个悲伤的状况。;;;;;;;;;;;;;
EVTOPTB110082;不，谢谢。;;;;;;;;;;;;;
EVTOPTA110082;很好的举措！;;;;;;;;;;;;;
