Key;English;;;;;;;;;;;;;
EVTDESC96085;随着以前的敌人从$CAPITAL$撤军，他们留下的是一个对他们国家表示友善的新任民主政府。新政府能维持多久犹未可知，但是许多$COUNTRY$人民质疑外来势力强加的“自由”到底是不是真正的自由。;;;;;;;;;;;;;
EVTOPTA96085;我们欢迎新政权。;;;;;;;;;;;;;
EVTDESC96086;随着以前的敌人从$CAPITAL$撤军，他们留下的是一个对他们国家表示友善的新兴法西斯政府。新政府能维持多久犹未可知，但是许多$COUNTRY$人民似乎已经决定以自由之名推翻它。;;;;;;;;;;;;;
EVTDESC96087;随着以前的敌人从$CAPITAL$撤军，他们留下的是一个对他们国家表示友善的新任共产主义政府。新政府能维持多久犹未可知，但是许多$COUNTRY$人民似乎已经决定以自由之名推翻它。;;;;;;;;;;;;;
EVTNAME96130;恶名的代价;;;;;;;;;;;;;
EVTDESC96130;国际社会对$COUNTRY$的好战风气议论纷纷，有些人讨论建立统一战线抵御$COUNTRY_ADJ$侵略的必要性，甚至有煽动我们自己的公民对抗我们的企图。在未来，我们将不得不小心谨慎，以免面临的不是一个敌人而是世界大国联合对抗我们。;;;;;;;;;;;;;
EVTOPTA96130;就让他们试试吧！;;;;;;;;;;;;;
EVTNAME96131;紧张局势缓解;;;;;;;;;;;;;
EVTDESC96131;世界大国已经注意到$COUNTRY$改变侵略性作风的努力。有些国家提议改善关系，他们的外交官表示希望$COUNTRY$会继续以文明的方式与其他国家相处。;;;;;;;;;;;;;
EVTOPTA96131;谢谢你的信任票。;;;;;;;;;;;;;
EVTNAME96136;The $FROMCOUNTRY_ADJ$ Ultimatum;;;;;;;;;;;;;
EVTDESC96136;$FROMCOUNTRY_ADJ$ diplomats have approached our nation with an ultimatum: dimantle $COUNTRY$ immediately, or the great powers of the world will be forced to unite against us. Their demands consist of the following:\n\n1. The return of all unlawfully-held territories gained by conquest.\n2. The release of any aspirant peoples currently within our lands.\n3. The transfer of all colonies and overseas territories to the other great powers.\n4. An agreement by $COUNTRY$ not to declare war on any other nation for a period of no less than ten years.\n\nIt goes without saying that these demands are extremely humiliating, and the $COUNTRY_ADJ$ people would be justifiably upset should we agree. If we do not, however, $COUNTRY$ will face a great war which even we may not be able to deal with.;;;;;;;;;;;;;
EVTOPTA96136;绝不!;;;;;;;;;;;;;
EVTOPTB96136;我们没有选择，只能接受。;;;;;;;;;;;;;
EVTNAME96141;$FROMCOUNTRY$ Joins the War;;;;;;;;;;;;;
EVTDESC96141;我们收到一封来自$FROMCOUNTRY$的电报：他们已向我国宣战，而且会将战争进行至$COUNTRY$解除武装并服从国际社会的意愿。;;;;;;;;;;;;;
EVTOPTA96141;我们应当看到这一点;;;;;;;;;;;;;
EVTNAME96150;$COUNTRY$ Stands Triumphant;;;;;;;;;;;;;
EVTDESC96150;我们已经显示了$COUNTRY$锐不可当。我们随心所欲，来自所谓大国的再多异议也无法阻止我们达到目的。目前一片和平，如果其他国家力图阻挠我们实现未来的目标，我们随时奉陪。;;;;;;;;;;;;;
EVTOPTA96150;非常好！;;;;;;;;;;;;;
EVT96090OPTA;君主将会流亡。;;;;;;;;;;;;;
EVT96090OPTB;不！君主制将保留。;;;;;;;;;;;;;
EVTNAME96061;The $COUNTRY_ADJ$ Dominion;;;;;;;;;;;;;
EVTDESC96061;我们将作为附庸独立。;;;;;;;;;;;;;
EVTNAME96060;$COUNTRY$ Granted Independence;;;;;;;;;;;;;
EVTDESC96060;自由！;;;;;;;;;;;;;
EVTNAME96019;The $COUNTRY_ADJ$ Colonies;;;;;;;;;;;;;
EVTDESC96019;我们正在谈判我们的殖民地和海外领土的支付。;;;;;;;;;;;;;
EVT96019OPTA;如果我们必须这样做的话。;;;;;;;;;;;;;
EVTNAME96018;$COUNTRY$ Granted Independence;;;;;;;;;;;;;
EVTDESC96018;自由！;;;;;;;;;;;;;
EVTNAME96012;$COUNTRY$ Granted Independence;;;;;;;;;;;;;
EVTDESC96012;自由！;;;;;;;;;;;;;
EVTNAME96003;召唤盟友刷新;;;;;;;;;;;;;
EVTDESC96003;让AI有机会在战争中召唤所有盟友。;;;;;;;;;;;;;
EVT96003OPTA;停止该死的本地化吧rylock;;;;;;;;;;;;;
EVTNAME96001;召唤盟友;;;;;;;;;;;;;
EVTDESC96001;这将在世界大战中召唤所有盟友。;;;;;;;;;;;;;
EVT96001OPTA;让我们确定每一个人都加入进来。;;;;;;;;;;;;;
